	event_id	event_date	year	month	disorder_type	event_type	sub_event_type	actor1	assoc_actor_1	inter1	actor2	assoc_actor_2	inter2	interaction	civilian_targeting	admin2	location	latitude	longitude	source	source_scale	label	class	notes22	notes	fatalities	timestamp	population_1km	population_2km	population_5km	population_best	crowd_size_class	crowd_size_cat	crowd_size	crowd_size_w_n	with_vehicles	?	split	notes11
607	DEU13525	2022-10-11	2022	10	Demonstrations	Protests	Protest with intervention	Protesters (Germany)	Last Generation (Germany)	6	Police Forces of Germany (2021-)		1	16		Berlin	Berlin	52.5244	13.4105	Berliner Morgenpost; Mitteldeutschen Zeitung	Subnational-National		climate	numerous small groups of members of ALG blocked traffic in  at points (A, A) to call for climate protection. They demanded a speed limit on highways as well as affordable public transport for all. Some were carried away by police officers. A passerby can be seen on video forcibly dragging a demonstrator off the roadway.	On 11 October 2022, numerous small groups of members of ALG blocked traffic in Berlin at several points (A100, A115) to call for climate protection. They demanded a speed limit on highways as well as affordable public transport for all. Some were carried away by police officers. A passerby can be seen on video forcibly dragging a demonstrator off the roadway.	0	1690902461	12073	36969	140800	12073	1		10.0	10.0				numerous small groups of members of ALG blocked traffic in Berlin at several points (A100, A115) to call for climate protection. They demanded a speed limit on highways as well as affordable public transport for all. Some were carried away by police officers. A passerby can be seen on video forcibly dragging a demonstrator off the roadway.
608	DEU13518	2022-10-10	2022	10	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Der Tagesspiegel	Subnational		ukraine	 demonstrated in    (at Gendarmenmarkt) against the Russian air strikes against Ukraine. Demonstrators called for faster and greater German support (such as arms deliveries). They were against the Russian government.	On 10 October 2022, several hundred people demonstrated in Berlin - Mitte (at Gendarmenmarkt) against the Russian air strikes against Ukraine. Demonstrators called for faster and greater German support (such as arms deliveries). They were against the Russian government.	0	1680633817	23758	43085	138805	23758	4		400.0	400.0				several hundred people demonstrated in Berlin - Mitte (at Gendarmenmarkt) against the Russian air strikes against Ukraine. Demonstrators called for faster and greater German support (such as arms deliveries). They were against the Russian government.
609	DEU13530	2022-10-10	2022	10	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Last Generation (Germany)	6			0	60		Berlin	Berlin - Charlottenburg-Wilmersdorf	52.5079	13.2639	Berliner Zeitung	National		alg	members of ALG demonstrated in    and blocked traffic on a highway exit (A) to call for climate protection. They called for a speed limit on highways and affordable public transportation for all.	On 10 October 2022, members of ALG demonstrated in Berlin - Charlottenburg-Wilmersdorf and blocked traffic on a highway exit (A100) to call for climate protection. They called for a speed limit on highways and affordable public transportation for all.	0	1690902461	5208	47766	197338	5208	0		200.0					members of ALG demonstrated in Berlin - Charlottenburg-Wilmersdorf and blocked traffic on a highway exit (A100) to call for climate protection. They called for a speed limit on highways and affordable public transportation for all.
610	DEU13531	2022-10-10	2022	10	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Last Generation (Germany)	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Berliner Morgenpost; Berliner Zeitung	Subnational-National		alg	 members of ALG (in total) demonstrated in    (Seestrasse, Reichstag, Bundestag, Ministry of Transport), blocked access on higways (A), and triggered fire alarms in the Bundestag and in the building of the Ministry of Transport, to call for climate protection. They called for a speed limit on highways and affordable public transportation for all. They also damaged one window of the Reichstag building.	On 10 October 2022, around 55 members of ALG (in total) demonstrated in Berlin - Mitte (Seestrasse, Reichstag, Bundestag, Ministry of Transport), blocked access on higways (A100), and triggered fire alarms in the Bundestag and in the building of the Ministry of Transport, to call for climate protection. They called for a speed limit on highways and affordable public transportation for all. They also damaged one window of the Reichstag building.	0	1690902461	23758	43085	138805	23758	2		55.0	55.0				around 55 members of ALG (in total) demonstrated in Berlin - Mitte (Seestrasse, Reichstag, Bundestag, Ministry of Transport), blocked access on higways (A100), and triggered fire alarms in the Bundestag and in the building of the Ministry of Transport, to call for climate protection. They called for a speed limit on highways and affordable public transportation for all. They also damaged one window of the Reichstag building.
611	DEU13532	2022-10-10	2022	10	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Last Generation (Germany)	6			0	60		Berlin	Berlin - Pankow	52.566	13.4031	Berliner Zeitung	National	climate	alg	members of ALG demonstrated in    and blocked traffic on a highway exit (A) to call for climate protection. They called for a speed limit on highways and affordable public transportation for all.	On 10 October 2022, members of ALG demonstrated in Berlin - Pankow and blocked traffic on a highway exit (A114) to call for climate protection. They called for a speed limit on highways and affordable public transportation for all.	0	1690902461	12800	67128	247194	12800	0		200.0					members of ALG demonstrated in Berlin - Pankow and blocked traffic on a highway exit (A114) to call for climate protection. They called for a speed limit on highways and affordable public transportation for all.
612	DEU13533	2022-10-10	2022	10	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Last Generation (Germany)	6			0	60		Berlin	Berlin - Steglitz-Zehlendorf	52.428	13.2317	Berliner Zeitung	National	climate	alg	members of ALG demonstrated in   SteglitzZehlendorf and blocked traffic on a highway exit (A) to call for climate protection. They called for a speed limit on highways and affordable public transportation for all.	On 10 October 2022, members of ALG demonstrated in Berlin - Steglitz-Zehlendorf and blocked traffic on a highway exit (A103) to call for climate protection. They called for a speed limit on highways and affordable public transportation for all.	0	1690902461	7837	24874	102821	7837	0		200.0					members of ALG demonstrated in Berlin - Steglitz-Zehlendorf and blocked traffic on a highway exit (A103) to call for climate protection. They called for a speed limit on highways and affordable public transportation for all.
613	DEU13558	2022-10-09	2022	10	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin	Berlin - Charlottenburg-Wilmersdorf	52.5079	13.2639	Die Tageszeitung	National		social_justice	  demonstrated in    fcial justice. The call was made by the alliance 'Who has, who gives' and Quartiersmanagement Grunewald.	On 9 October 2022, around 250 people demonstrated in Berlin - Charlottenburg-Wilmersdorf for social justice. The call was made by the alliance 'Who has, who gives' and Quartiersmanagement Grunewald.	0	1666107628	5208	47766	197338	5208	4		250.0	250.0				around 250 people demonstrated in Berlin - Charlottenburg-Wilmersdorf for social justice. The call was made by the alliance 'Who has, who gives' and Quartiersmanagement Grunewald.
614	DEU13512	2022-10-08	2022	10	Demonstrations	Protests	Protest with intervention	Protesters (Germany)	Standup Against Racism; Antifa; Labor Group (Germany); Christian Group (Germany)	6	Police Forces of Germany (2021-)		1	16		Berlin	Berlin - Mitte	52.5177	13.4024	Rheinische Post; Die Tageszeitung; Der Tagesspiegel; Berliner Morgenpost; Westfalen Post	Subnational-National	against_right_wing		, and , , including members of Standup Against Racism, Antifa, unions, churches, took part in various demonstrations throughout    against the presence of a demonstration of the farright political party AFD. Demonstrators attempted to make road blockades to stop the AFD march, but they were removed by police officers. Some  were arrested.	On 8 October 2022, between 1,400 and 1,500 people, including members of Standup Against Racism, Antifa, unions, churches, took part in various demonstrations throughout Berlin - Mitte against the presence of a demonstration of the far-right political party AFD. Demonstrators attempted to make road blockades to stop the AFD march, but they were removed by police officers. Some people were arrested.	0	1666107627	23758	43085	138805	23758	6		1450.0	1450.0				between 1,400 and 1,500 people, including members of Standup Against Racism, Antifa, unions, churches, took part in various demonstrations throughout Berlin - Mitte against the presence of a demonstration of the far-right political party AFD. Demonstrators attempted to make road blockades to stop the AFD march, but they were removed by police officers. Some people were arrested.
615	DEU13492	2022-10-08	2022	10	Demonstrations	Riots	Violent demonstration	Rioters (Germany)	AfD: Alternative for Germany; Government of Germany (2021-); JA: Young Alternative for Germany	5	Civilians (Germany)	Journalists (Germany); Police Forces of Germany (2021-)	7	57		Berlin	Berlin - Mitte	52.5177	13.4024	Berliner Morgenpost; Der Tagesspiegel; Die Tageszeitung; Rheinische Post; Westfalen Post	Subnational-National	pro_right_wing		,  (according to the police), including elected officials, members of AFD, JA, the farright group called 'Free Thuringians', and Nazis demonstrated through    (from Platz der Republik in front of the Reichstag to the city center) against the government and inflation. Demonstrators were in favor of lifting sanctions against Russia amid the war in Ukraine to avoid high energy prices. They also carried Wirmer flags, Russian flags, and imperial flags (Prussia, Saxony and Thuringia). Some did the Nazi salute. Journalists who were present were attacked, coughed at and jostled on different occasions. A Stern TV team was attacked and his equipment damaged and a camerawoman was pushed. Other video teams were attacked. People were arrested.	On 8 October 2022, around 10,000 people (according to the police), including elected officials, members of AFD, JA, the far-right group called 'Free Thuringians', and Nazis demonstrated through Berlin - Mitte (from Platz der Republik in front of the Reichstag to the city center) against the government and inflation. Demonstrators were in favor of lifting sanctions against Russia amid the war in Ukraine to avoid high energy prices. They also carried Wirmer flags, Russian flags, and several imperial flags (Prussia, Saxony and Thuringia). Some did the Nazi salute. Journalists who were present were attacked, coughed at and jostled on different occasions. A Stern TV team was attacked and his equipment damaged and a camerawoman was pushed. Other video teams were attacked. People were arrested.	0	1707858599	23758	43085	138805	43085	9		10000.0	10000.0				around 10,000 people (according to the police), including elected officials, members of AFD, JA, the far-right group called 'Free Thuringians', and Nazis demonstrated through Berlin - Mitte (from Platz der Republik in front of the Reichstag to the city center) against the government and inflation. Demonstrators were in favor of lifting sanctions against Russia amid the war in Ukraine to avoid high energy prices. They also carried Wirmer flags, Russian flags, and several imperial flags (Prussia, Saxony and Thuringia). Some did the Nazi salute. Journalists who were present were attacked, coughed at and jostled on different occasions. A Stern TV team was attacked and his equipment damaged and a camerawoman was pushed. Other video teams were attacked. People were arrested.
616	DEU13412	2022-10-07	2022	10	Political violence	Riots	Mob violence	Rioters (Germany)		5	Civilians (United States)	Unidentified Ethnic Group (United States)	7	57	Civilian targeting	Berlin	Berlin - Mitte	52.5177	13.4024	Berliner Morgenpost	Subnational			unidentified men attacked, insulted and beat a person (citizen of the US) in   . According to the victim and police reports, the incident had a racial background.	On 7 October 2022, unidentified men attacked, insulted and beat a person (citizen of the US) in Berlin - Mitte. According to the victim and police reports, the incident had a racial background.	0	1680633799	23758	43085	138805	43085	0		200.0					unidentified men attacked, insulted and beat a person (citizen of the US) in Berlin - Mitte. According to the victim and police reports, the incident had a racial background.
617	DEU13417	2022-10-07	2022	10	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	FFF: Fridays for Future; Students (Germany)	6			0	60		Berlin	Berlin	52.5244	13.4105	FridaysForFuture	Other		environment	 affiliated with the FFF movement gathered for a rally in , protesting against a proposed extension of the Garzweiler openpit lignite mine, which they claimed would endanger neighboring settlements as well as the environment.	On 7 October 2022, activists affiliated with the FFF movement gathered for a rally in Berlin, protesting against a proposed extension of the Garzweiler open-pit lignite mine, which they claimed would endanger neighboring settlements as well as the environment.	0	1701200406	12073	36969	140800	12073	0		200.0					activists affiliated with the FFF movement gathered for a rally in Berlin, protesting against a proposed extension of the Garzweiler open-pit lignite mine, which they claimed would endanger neighboring settlements as well as the environment.
618	DEU13437	2022-10-06	2022	10	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Students (Germany)	6			0	60		Berlin	Berlin - Reinickendorf	52.5711	13.3459	Berliner Morgenpost	Subnational		students	students and parents of a school on the Scharfenberg island (  ) gathered for a rally at the ferry dock of the Scharfenberg island in   , protesting against the planned dismissal of the school principal.	On 6 October 2022, students and parents of a school on the Scharfenberg island (Berlin - Reinickendorf) gathered for a rally at the ferry dock of the Scharfenberg island in Berlin - Reinickendorf, protesting against the planned dismissal of the school principal.	0	1665522058	5518	33144	207766	5518	0		200.0					students and parents of a school on the Scharfenberg island (Berlin - Reinickendorf) gathered for a rally at the ferry dock of the Scharfenberg island in Berlin - Reinickendorf, protesting against the planned dismissal of the school principal.
619	DEU13431	2022-10-05	2022	10	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Health Workers (Germany)	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Der Tagesspiegel	Subnational		health or wages	, health workers gathered in   , demanding higher wages and better working conditions.	On 5 October 2022, about 1,000 health workers gathered in Berlin - Mitte, demanding higher wages and better working conditions.	0	1665522058	23758	43085	138805	23758	6		1000.0	1000.0				about 1,000 health workers gathered in Berlin - Mitte, demanding higher wages and better working conditions.
620	DEU13456	2022-10-03	2022	10	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Der Tagesspiegel	Subnational		energy_policy	, protesters, including representatives of the 'leftwing spectrum', marched from Potsdamer Platz to the city center in   , denouncing the federal government's energy policy. Isolated scuffles demonstrators were reported, though the demonstration remained 'troublefree' according to the police.	On 3 October 2022, 1,400 protesters, including representatives of the 'left-wing spectrum', marched from Potsdamer Platz to the city center in Berlin - Mitte, denouncing the federal government's energy policy. Isolated scuffles between demonstrators were reported, though the demonstration remained 'trouble-free' according to the police.	0	1665522058	23758	43085	138805	23758	6		1400.0	1400.0				1,400 protesters, including representatives of the 'left-wing spectrum', marched from Potsdamer Platz to the city center in Berlin - Mitte, denouncing the federal government's energy policy. Isolated scuffles between demonstrators were reported, though the demonstration remained 'trouble-free' according to the police.
621	DEU13447	2022-10-01	2022	10	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin	Berlin	52.5244	13.4105	Helmstedter Nachrichten	National			at the call of the Netzwerk Friedenskooperative, of citizens and peace  gathered in  to demand the halting of Germany's arms sales to Ukraine and peace negotiations with Russia amid the war.	On 1 October 2022, at the call of the Netzwerk Friedenskooperative, dozens of citizens and peace activists gathered in Berlin to demand the halting of Germany's arms sales to Ukraine and peace negotiations with Russia amid the war.	0	1667940796	12073	36969	140800	12073	2		72.0	72.0				at the call of the Netzwerk Friedenskooperative, dozens of citizens and peace activists gathered in Berlin to demand the halting of Germany's arms sales to Ukraine and peace negotiations with Russia amid the war.
622	DEU13448	2022-10-01	2022	10	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Mitteldeutschen Zeitung	National		ukraine	at the call of rightwing groups,   gathered at Alexanderplatz in    to denounce the federal government's sanctions on Russia amid the war in Ukraine, calling for the lifting of sanctions and for peace negotiations with Russia. The protesters also called for the reinstatement of the Nord Stream gas pipelines and a halt to the delivery of arms to Ukraine, so as to guarantee accessible energy prices throughout the summer. They also called for the resignation of Germany's Foreign Minister.	On 1 October 2022, at the call of right-wing groups, up to 800 people gathered at Alexanderplatz in Berlin - Mitte to denounce the federal government's sanctions on Russia amid the war in Ukraine, calling for the lifting of sanctions and for peace negotiations with Russia. The protesters also called for the reinstatement of the Nord Stream gas pipelines and a halt to the delivery of arms to Ukraine, so as to guarantee accessible energy prices throughout the summer. They also called for the resignation of Germany's Foreign Minister.	0	1667940796	23758	43085	138805	23758	5		800.0	800.0				at the call of right-wing groups, up to 800 people gathered at Alexanderplatz in Berlin - Mitte to denounce the federal government's sanctions on Russia amid the war in Ukraine, calling for the lifting of sanctions and for peace negotiations with Russia. The protesters also called for the reinstatement of the Nord Stream gas pipelines and a halt to the delivery of arms to Ukraine, so as to guarantee accessible energy prices throughout the summer. They also called for the resignation of Germany's Foreign Minister.
623	DEU14078	2022-10-01	2022	10	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Querdenken	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Der Tagesspiegel	Subnational		corona_measurements	 October  (month of),  , including Querdenken members and opponents of coronavirus vaccination, started a protest camp in    to draw the attention of tourists and passersby 'to worldwide injustice'. They called for more freedom and systemic change. Demonstrators named their initiative 'Peace Camp'. The camp was registered until February .	Around 1 October 2022 (month of), at least 3 people, including Querdenken members and opponents of coronavirus vaccination, started a protest camp in Berlin - Mitte to draw the attention of tourists and passers-by 'to worldwide injustice'. They called for more freedom and systemic change. Demonstrators named their initiative 'Peace Camp'. The camp was registered until February 2023.	0	1677617809	23758	43085	138805	23758	1		3.0	3.0				Around 1 October 2022 (month of), at least 3 people, including Querdenken members and opponents of coronavirus vaccination, started a protest camp in Berlin - Mitte to draw the attention of tourists and passers-by 'to worldwide injustice'. They called for more freedom and systemic change. Demonstrators named their initiative 'Peace Camp'. The camp was registered until February 2023.
624	DEU13449	2022-10-01	2022	10	Demonstrations	Protests	Peaceful protest	Protesters (Germany)		6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Mitteldeutschen Zeitung	National		ukraine	at the call of the Antimilitaristische Aktion group,  gathered outside the Russian Embassy in    to protest against the Russian invasion of Ukraine.	On 1 October 2022, at the call of the Antimilitaristische Aktion group, activists gathered outside the Russian Embassy in Berlin - Mitte to protest against the Russian invasion of Ukraine.	0	1680633817	23758	43085	138805	23758	0		200.0					at the call of the Antimilitaristische Aktion group, activists gathered outside the Russian Embassy in Berlin - Mitte to protest against the Russian invasion of Ukraine.
625	DEU13440	2022-10-01	2022	10	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Women (Germany); Protesters (Iran); Women (Iran)	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Suddeutsche Zeitung	National			, citizens and , including Iranian nationals, engaged in a protest march from Oranienplatz (  FriedrichshainKreuzberg) to  and from Bebelplatz through the government district (  ) against the Iranian leadership in . The protesters called for the country's democratization and solidarity with Iranian women. Protests were triggered by the death of a woman recently arrested by the morality police for infringing hijab rules.	On 1 October 2022, around 5,000 citizens and activists, including Iranian nationals, engaged in a protest march from Oranienplatz (Berlin - Friedrichshain-Kreuzberg) to Mitte and from Bebelplatz through the government district (Berlin - Mitte) against the Iranian leadership in Berlin. The protesters called for the country's democratization and solidarity with Iranian women. Protests were triggered by the death of a woman recently arrested by the morality police for infringing hijab rules.	0	1701200404	23758	43085	138805	23758	8		5000.0	5000.0				around 5,000 citizens and activists, including Iranian nationals, engaged in a protest march from Oranienplatz (Berlin - Friedrichshain-Kreuzberg) to Mitte and from Bebelplatz through the government district (Berlin - Mitte) against the Iranian leadership in Berlin. The protesters called for the country's democratization and solidarity with Iranian women. Protests were triggered by the death of a woman recently arrested by the morality police for infringing hijab rules.
626	DEU13404	2022-09-29	2022	9	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Women (Germany)	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Westdeutsche Allgemeine Zeitung	National			of   at the Brandenburger Tor in    in solidarity with women and protesters in Iran. The current protest was triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.	On 29 September 2022, hundreds of people protested at the Brandenburger Tor in Berlin - Mitte in solidarity with women and protesters in Iran. The current protest was triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.	0	1664909938	23758	43085	138805	23758	5		600.0	600.0				hundreds of people protested at the Brandenburger Tor in Berlin - Mitte in solidarity with women and protesters in Iran. The current protest was triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.
627	DEU13398	2022-09-28	2022	9	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Government of Germany (2021-); The Greens (Germany); CSU: Christian Social Union in Bavaria; Women (Germany); Iranian Group (Germany)	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Berliner Morgenpost	Subnational			in the morning,  , including women, politicians (the Green Party leaders and a CSU MP) and an Iranianborn actress,  in front of the Brandenburg Gate in    against the regime and oppression of women in Iran. The protest was triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.	On 28 September 2022, in the morning, more than 100 people, including women, politicians (the Green Party leaders and a CSU MP) and an Iranian-born actress, protested in front of the Brandenburg Gate in Berlin - Mitte against the regime and oppression of women in Iran. The protest was triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.	0	1664909937	23758	43085	138805	23758	3		100.0	100.0				in the morning, more than 100 people, including women, politicians (the Green Party leaders and a CSU MP) and an Iranian-born actress, protested in front of the Brandenburg Gate in Berlin - Mitte against the regime and oppression of women in Iran. The protest was triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.
628	DEU13399	2022-09-28	2022	9	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	The Greens (Germany); Women (Germany); Protesters (Iran); Women (Iran); Government of Germany (2021-)	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Der Tagesspiegel	Subnational		iran	in the afternoon and evening, , , including Iranian women, writers and actors, joined a protest at Pariser Platz in    in solidarity with protests taking place in Iran and condemned Germany's lack of sanctions against Iran, demanding a 'feminist foreign policy'. The Minister of Agriculture (The Greens) joined the protest. The current protest was triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.	On 28 September 2022, in the afternoon and evening, up to 1,800 people, including Iranian women, writers and actors, joined a protest at Pariser Platz in Berlin - Mitte in solidarity with protests taking place in Iran and condemned Germany's lack of sanctions against Iran, demanding a 'feminist foreign policy'. The Minister of Agriculture (The Greens) joined the protest. The current protest was triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.	0	1664909937	23758	43085	138805	23758	6		1800.0	1800.0				in the afternoon and evening, up to 1,800 people, including Iranian women, writers and actors, joined a protest at Pariser Platz in Berlin - Mitte in solidarity with protests taking place in Iran and condemned Germany's lack of sanctions against Iran, demanding a 'feminist foreign policy'. The Minister of Agriculture (The Greens) joined the protest. The current protest was triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.
629	DEU13400	2022-09-28	2022	9	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Iranian Group (Germany); Women (Germany); Protesters (Iran); Women (Iran)	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Der Tagesspiegel	Subnational		iran	at  pm,  , including members of the GermanIranian society and of the National Council of Resistance of Iran, gathered close to the Reichstag in    to raise flags with the face of a woman killed by the police and Iranian flags to demand the deportation of Iranian diplomats. The current protest was triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.	On 28 September 2022, at 1 pm, around 50 people, including members of the German-Iranian society and of the National Council of Resistance of Iran, gathered close to the Reichstag in Berlin - Mitte to raise flags with the face of a woman killed by the police and Iranian flags to demand the deportation of Iranian diplomats. The current protest was triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.	0	1680633798	23758	43085	138805	23758	2		50.0	50.0				at 1 pm, around 50 people, including members of the German-Iranian society and of the National Council of Resistance of Iran, gathered close to the Reichstag in Berlin - Mitte to raise flags with the face of a woman killed by the police and Iranian flags to demand the deportation of Iranian diplomats. The current protest was triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.
630	DEU13393	2022-09-27	2022	9	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Women (Germany)	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Ruhrnachrichten	National		iran	  joined a protest at the square of German Unity to demonstrate solidarity with protesters in Iran in   . The current protests were triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.	On 27 September 2022, around 100 people joined a protest at the square of German Unity to demonstrate solidarity with protesters in Iran in Berlin - Mitte. The current protests were triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.	0	1664909938	23758	43085	138805	23758	3		100.0	100.0				around 100 people joined a protest at the square of German Unity to demonstrate solidarity with protesters in Iran in Berlin - Mitte. The current protests were triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.
631	DEU13317	2022-09-24	2022	9	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Women (Germany)	6			0	60		Berlin	Berlin - Steglitz-Zehlendorf	52.428	13.2317	Berliner Zeitung	National		women	   outside the Iranian embassy in   SteglitzZehlendorf against the system of rule and discrimination against women in the country. The current protests were triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.	On 24 September 2022, about 50 people protested outside the Iranian embassy in Berlin - Steglitz-Zehlendorf against the system of rule and discrimination against women in the country. The current protests were triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.	0	1664909937	7837	24874	102821	7837	2		50.0	50.0				about 50 people protested outside the Iranian embassy in Berlin - Steglitz-Zehlendorf against the system of rule and discrimination against women in the country. The current protests were triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.
632	DEU13318	2022-09-24	2022	9	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Women (Germany)	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Der Tagesspiegel	Subnational		women	  demonstrated at Nettelbeckplatz in Wedding in    to denounce the Iranian regime and the violence against women in the country. The current protests were triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.	On 24 September 2022, around 550 people demonstrated at Nettelbeckplatz in Wedding in Berlin - Mitte to denounce the Iranian regime and the violence against women in the country. The current protests were triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.	0	1664909937	23758	43085	138805	23758	5		550.0	550.0				around 550 people demonstrated at Nettelbeckplatz in Wedding in Berlin - Mitte to denounce the Iranian regime and the violence against women in the country. The current protests were triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.
633	DEU13310	2022-09-24	2022	9	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Teachers (Germany)	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Die Tageszeitung	National			 teachers and their families  outside the Red City Hall in    against the alleged decrease of salaries by , euros per month. Protesters denounced the decision by the education administration, which they claimed would entail lower salaries for teachers.	On 24 September 2022, about 200 teachers and their families protested outside the Red City Hall in Berlin - Mitte against the alleged decrease of salaries by 1,600 euros per month. Protesters denounced the decision by the education administration, which they claimed would entail lower salaries for teachers.	0	1664909937	23758	43085	138805	23758	3		200.0	200.0				about 200 teachers and their families protested outside the Red City Hall in Berlin - Mitte against the alleged decrease of salaries by 1,600 euros per month. Protesters denounced the decision by the education administration, which they claimed would entail lower salaries for teachers.
634	DEU13193	2022-09-23	2022	9	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	FFF: Fridays for Future; Students (Germany)	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Rheinische Post	National			, , at the call of FFF, demonstrated in    (Invalidenpark) for climate protection.	On 23 September 2022, more than 36,000 people, at the call of FFF, demonstrated in Berlin - Mitte (Invalidenpark) for climate protection.	0	1680633728	23758	43085	138805	23758	9		36000.0	36000.0				more than 36,000 people, at the call of FFF, demonstrated in Berlin - Mitte (Invalidenpark) for climate protection.
635	DEU13234	2022-09-21	2022	9	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Women (Germany); Protesters (Iran); Women (Iran)	6			0	60		Berlin	Berlin - Mitte	52.5177	13.4024	Berliner Zeitung; Kieler Nachrichten	National			 , including Iranian nationals and Iranian women, demonstrated in front of the German Chancellery in    to draw attention to the crackdown on women in Iran, following the death of a yearold Kurdish woman in police custody in Iran on  September .	On 21 September 2022, around 200 people, including Iranian nationals and Iranian women, demonstrated in front of the German Chancellery in Berlin - Mitte to draw attention to the crackdown on women in Iran, following the death of a 22-year-old Kurdish woman in police custody in Iran on 16 September 2022.	0	1666715219	23758	43085	138805	23758	3		200.0	200.0				around 200 people, including Iranian nationals and Iranian women, demonstrated in front of the German Chancellery in Berlin - Mitte to draw attention to the crackdown on women in Iran, following the death of a 22-year-old Kurdish woman in police custody in Iran on 16 September 2022.
636	DEU13233	2022-09-20	2022	9	Demonstrations	Protests	Peaceful protest	Protesters (Germany)	Women (Germany)	6			0	60		Berlin	Berlin - Steglitz-Zehlendorf	52.428	13.2317	Kieler Nachrichten	National			  demonstrated in front of the Iranian embassy in   SteglitzZehlendorf to draw attention to the crackdown on women in Iran, following the death of a woman killed by police officers in Iran on  September . They called on the German government to react and summon the Iranian Ambassador.	On 20 September 2022, around 30 people demonstrated in front of the Iranian embassy in Berlin - Steglitz-Zehlendorf to draw attention to the crackdown on women in Iran, following the death of a woman killed by police officers in Iran on 16 September 2022. They called on the German government to react and summon the Iranian Ambassador.	0	1664293417	7837	24874	102821	7837	1		30.0	30.0				around 30 people demonstrated in front of the Iranian embassy in Berlin - Steglitz-Zehlendorf to draw attention to the crackdown on women in Iran, following the death of a woman killed by police officers in Iran on 16 September 2022. They called on the German government to react and summon the Iranian Ambassador.
