County,City,Date,Topic ,Guessed Participants,Actual Participants 
Berlin,Berlin,2021-07-24,"""Für Frieden, Abrüstung und für den UN-Atomwaffenverbotsvertrag""",20,20
Berlin,Berlin,2021-07-24,"""Mahnwache: Verhältnismäßigkeit der Coronamaßnahmen"" (vom 03.07. bis 25.09.2021 - jeweils Sa.)",20,
Berlin,Berlin,2021-07-24,"""Nein zur Deportation im Jahr 2021. Protest wegen der Übergabe von Geflüchtete politischen Aktivisten aus Algerien von den spanischen Behörden an die algerischen Behörden zurück.""",20,8
Berlin,Berlin,2021-07-24,"„Runder Tisch - Gesprächsrunde und Kundgabe:#Freiheit#Frieden#Volksherrschaft! Für Heimat und Welt-Frieden - Zukunft für alle Menschen durch Umsetzung Potsdamer Abkommen mittels Entnazifizierung der Person GG139, ehrenhalber Abschluss der Friedensverträge zur endgültigen Beendigung des Zweiten Weltkrieges und Verfassungsreferendum in freier Selbstbestimmung= Einheit & Freiheit der Deutschen GG146""",300,25
Berlin,Berlin,2021-07-24,"""Für Grundrechte und Menschlichkeit""",20,6
Berlin,Berlin,2021-07-24,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,2
Berlin,Berlin,2021-07-24,"""43. Christopher Street Day Berlin""",20000,67000
Berlin,Berlin,2021-07-24,"""Mahnwache gegen andauernde Bombardierung in Idlib durch Russland"" (vom 24.07. bis 31.07.2021,Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",20,20
Berlin,Berlin,2021-07-24,"""Das Solidaritycamp No More Morias fordert die sofortige Evakuierung der Geflüchtetenlager an den EU Außengrenzen und den Stopp der illegalen Push-Back Praxis""",30,20
Berlin,Berlin,2021-07-24,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONGPraktizierenden und anderen unschuldigen Menschen in China. Beendet die Diktatur der Kommunistischen Partei.""",20,
Berlin,Berlin,2021-07-24,"""Frieden und Frauenrechte in Afghanistan""",80,46
Berlin,Berlin,2021-07-24,"""Von der Krise zur Enteignung – Nie wieder Kürzungen in Erziehung, Pflege und Bildung!""",50,20
Berlin,Berlin,2021-07-24,"""Kein US-Krieg gegen Venezuela, USA Unblock Venezuela, USA Unblock Kuba, Gegen Intervention und Blockade, Hände weg von dem fortschrittlichen Lateinamerika"" (vom 22.05. bis 14.08.2021 - jeweils Sa.)",50,28
Berlin,Berlin,2021-07-24,"""Mahnwache: Die große Umverteilung im Fahrwasser der Pandemie""",20,
Berlin,Berlin,2021-07-24,"""Gedenken an Esther Bejarano Erinnern heißt handeln""",50,
Berlin,Berlin,2021-07-24,"""Heimat und Weltfrieden"" (vom 06.02. bis 31.12.2021 - jeweils Sa.)",20,10
Berlin,Berlin,2021-07-24,"""Verfall der Demokratie und Menschenrechtssituation in Ungarn, Polen und der EU, insbesondere in Bezug auf LGBTQ-Menschen. (Möglicher Titel: ""Stop dem Orbánismus"")""",150,30
Berlin,Berlin,2021-07-24,"""Existenzielle Bedrohung durch die Klimakrise""",50,30
Berlin,Berlin,2021-07-24,"""Wir sind hier und wir sind queer - in jeder Farbe, Größe und Form! Wir sind so viel mehr als die begrenzten Vorstellungen von cis, weißen, staatlich gesponsorten Pinkwashing-Paraden und Regenbogenkapitalismus.""",1000,5000
Berlin,Berlin,2021-07-24,"""Achtung kbO - Solidarität statt Polizei!""",100,60
Berlin,Berlin,2021-07-25,"""Mahnwache gegen andauernde Bombardierung in Idlib durch Russland"" (vom 24.07. bis 31.07.2021,Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",20,4
Berlin,Berlin,2021-07-25,"""Versammlung am internationalen Tag der Seenotrettung zum Gedenken an die im Mittelmeer ertrunkenen Menschen""",50,8
Berlin,Berlin,2021-07-25,nicht benannt,15,10
Berlin,Berlin,2021-07-25,"""Climat & Boat: Kohle- und Gasausstieg forcieren! Energiewende jetzt!""",500,200
Berlin,Berlin,2021-07-25,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,3
Berlin,Berlin,2021-07-25,"""Epidemische Lage nationaler Tragweite??? Grundrechte gelten immer und für alle: geimpft, getestet, genesen, gesund oder krank."" (vom 04.07. bis 03.10.2021 - jeweils So.)",20,20
Berlin,Berlin,2021-07-25,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 10.01. bis 26.12.2021 - jeweils So.)",20,10
Berlin,Berlin,2021-07-25,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONGPraktizierenden und anderen unschuldigen Menschen in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 23.05. bis 25.07.2021 - jeweils So.)",20,15
Berlin,Berlin,2021-07-25,"""Straßenmusik soll gerade in diesen Zeiten ein bindendes Mittel sein. Straßenmusik ist wichtige Subkultur und soll geschützt werden anstelle verfolgt vom Staat. Kapazitäten von wichtigen Beamten sollten nicht auf geringverdienende freischaffende Künstler ver(sch)endet werden. Straßenmusik braucht rechte und einen geschützten Rahmen.""",50,20
Berlin,Berlin,2021-07-25,"""Unterstützung der algerischen Revolution"" (vom 06.06. bis 26.12.2021 - jeweils So.)",20,4
Berlin,Berlin,2021-07-25,"""Video-Aktion zur Aufklärung über die Tierindustrie""",30,8
Berlin,Berlin,2021-07-25,"""Kubas Trommeln schreien nach Freiheit Die eV (iG) Berlin OPUS Cuba ruft die kubanische Gemeinschaft in Deutschland und unsere deutschen Brüder und Schwestern, und die Welt auf, sich in einem einzigen Schrei für die Freiheit Kubas zu vereinen. Kuba ist eine Totalitäre Diktatur, wir wollen Frieden und Freiheit!""",500,280
Berlin,Berlin,2021-07-25,"""Jüdisches Leben ist keine Provokation. Kundgebung gegen Antisemitismus""",500,250
Berlin,Berlin,2021-07-26,"""Mahnwache gegen andauernde Bombardierung in Idlib durch Russland"" (vom 24.07. bis 31.07.2021,Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",20,5
Berlin,Berlin,2021-07-26,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,3
Berlin,Berlin,2021-07-26,"""Solidarität mit Ahwaz""",40,26
Berlin,Berlin,2021-07-26,"""Protest gegen die Regierungsmaßnahmen im Zuge der Ausrufung einer ""epidemischen Lage nationaler Tragweite"". Einforderung einer sachgerechten, die Relationen einer möglichen Gesundheitsgefahr verdeutlichenden Informationspolitik durch das Robert-Koch-Institut. Forderung nach Einhaltung des Informationsfreiheitsgesetzes durch das RKI. Forderung nach sofortiger und vorbehaltloser, vollständiger Wiedereinsetzung der Grundrechte gemäß Grundgesetz der BRD."" (vom 05.07. bis 26.07.2021 - jeweils Mo.)",10,
Berlin,Berlin,2021-07-26,"""köpiplatz bleibt!""",77,65
Berlin,Berlin,2021-07-26,"""Solidarität mit Corona-Impfgeschädigten""",3,1
Berlin,Berlin,2021-07-26,"""Mahnwache zur Erinnerung an die Opfer des atomaren Super-Gau im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit"" (vom 22.03. bis 13.09.2021 - jeweils Mo.)",20,1
Berlin,Berlin,2021-07-26,"""Mahnwache für Frieden und Menschenrechte"" (vom 12.07. bis 27.09.2021 - jeweils Mo.)",12,4
Berlin,Berlin,2021-07-26,"""Protest gegen Hartz 4"" (vom 01.02. bis 27.12.2021 - jeweils Mo.)",50,
Berlin,Berlin,2021-07-26,"""Eine Versammlung zur Verteidigung der demokratischen Ordnung in Tunesien.""",100,10
Berlin,Berlin,2021-07-26,"""Mahnwache für: Es muss ein modernes Luft-Verkehrs- Konzept für Deutschland her! Das derzeitige Single-Airport-Konzept ist in ein Flughafen-System einzubinden, bei dem stadtnahe Kapazitäten konsequent reduziert bzw. verlagert werden. …"" (vom 03.05. bis 26.07.2021 - jeweils Mo.)",50,14
Berlin,Berlin,2021-07-27,"""Mahnwache gegen andauernde Bombardierung in Idlib durch Russland"" (vom 24.07. bis 31.07.2021,Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",20,10
Berlin,Berlin,2021-07-27,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,6
Berlin,Berlin,2021-07-27,"""Bürger sagen ihre Meinung zu Corona-Maßnahmen""",20,28
Berlin,Berlin,2021-07-27,"""Die LINKE lädt ein: Niklas Schrader und Klaus Lederer in Rudow""",10,
Berlin,Berlin,2021-07-27,""" Mahnwache : Friedhof IX - Rettet die Erbbegräbnisse ! Wiedererrichtung Sofort! Wir fordern die Restaurierung und Sanierung!"" (vom 27.07. bis 28.09.2021 - jeweils Di.)",20,15
Berlin,Berlin,2021-07-27,"""Freiheit für Öcalan""",27,
Berlin,Berlin,2021-07-27,"""Wir pfeifen auf Stuttgart 21"" (vom 06.07. bis 28.09.2021 - jeweils Di.)",5,3
Berlin,Berlin,2021-07-28,"""Mahnwache gegen andauernde Bombardierung in Idlib durch Russland"" (vom 24.07. bis 31.07.2021,Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",20,7
Berlin,Berlin,2021-07-28,"""PKK gib mir meine Tochter zurück"" (vom 07.07.2021 bis 06.07.2022 - jeweils Mi.)",15,
Berlin,Berlin,2021-07-28,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,3
Berlin,Berlin,2021-07-28,"""Aktuelle Lage der Nation in der Pandemie, Aufklärung Hygiene-Konzepte, alternative Behandlungskonzepte, gesunde Ernährung, Sport usw.""",10,6
Berlin,Berlin,2021-07-28,"""Kundgebung / Mahnwache Gegen Türkische Staat Gegen Besetzung in Kurdistan Gegen Isolation Haft Gegen Krieg für Frieden und Freiheit in Kurdistan""",400,150
Berlin,Berlin,2021-07-28,"""Kunstaktion "" Verantwortung der Betroffenen des Blutskandals verjährt nicht""""",30,25
Berlin,Berlin,2021-07-28,"""Wöchentliche #gibuns5 Kundgebung"" (vom 21.10.2020 bis 25.08.2021 - jeweils Mi.)",50,30
Berlin,Berlin,2021-07-28,"""Situation der Menschenrechte, nationalen Streik und Ungerechtigkeit in Kolumbien.""",500,100
Berlin,Berlin,2021-07-28,"""Merkel muss weg Mittwoch"" (vom 07.07. bis 29.09.2021 - jeweils Mi.)",15,10
Berlin,Berlin,2021-07-28,"""Antikriegsmahnwache - Kein Krieg und keine Kriegshetze gegen Russland! NAT-Hände weg von der Ukraine und anderen Ländern, die in ihrem Fadenkreuz stehen!"" (vom 23.06. bis 29.09.2021 - jeweils Mi.)",15,4
Berlin,Berlin,2021-07-28,"""Gegen das kalte Parteienverbot""",200,150
Berlin,Berlin,2021-07-28,"""Video-Aktion zur Aufklärung über die Tierindustrie""",30,10
Berlin,Berlin,2021-07-29,"""Mahnwache gegen andauernde Bombardierung in Idlib durch Russland"" (vom 24.07. bis 31.07.2021,Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",20,
Berlin,Berlin,2021-07-29,"""Protest gegen die Tötung von Menschen in der Provinz „Khuzestan“ durch das Regime der Islamischen Republik Iran""",2,2
Berlin,Berlin,2021-07-29,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,2
Berlin,Berlin,2021-07-29,"""Gegen die Christenverfolgung und andere Menschenrechtsverletzungen in Nordkorea …"" (vom 24.06. bis 30.09.2021 - jeweils )",15,11
Berlin,Berlin,2021-07-29,"""Friedliche und freundliche Unterstützung des Nachbarschaftsdialogs. Entgegenwirken von Spaltung und Diskriminierung jeder Art, durch Förderung von friedlicher Kommunikation miteinander, Gleichberechtigung und fundiertem Verständnis für alle Mitmenschen."" (vom 08.04. bis 28.10.2021 - jeweils Do.)",19,8
Berlin,Berlin,2021-07-29,"""30 Jahre Unabhängigkeit der Ukraine""",30,25
Berlin,Berlin,2021-07-29,"""Bürgeraufklärung auf Grund der aktuellen Situation""",20,10
Berlin,Berlin,2021-07-29,"""PCR-Test erst validieren bevor er rechtlich wirksam wird""",10,15
Berlin,Berlin,2021-07-29,"""7 Tage dialektisch denken für Deutschland""",3,5
Berlin,Berlin,2021-07-30,"""Mahnwache gegen andauernde Bombardierung in Idlib durch Russland"" (vom 24.07. bis 31.07.2021,Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",20,3
Berlin,Berlin,2021-07-30,"""Klimamahnwache zum Pariser Abkommen, #FridaysForFuture"" (vom 07.05. bis 30.07.2021 - jeweils Fr.)",12,3
Berlin,Berlin,2021-07-30,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,4
Berlin,Berlin,2021-07-30,"""Fridays For Future Klimastreik; gefordert wird eine generationsgerechte Klimapolitik der Bundesregierung, insbesondere angesichts der anstehenden Bundestagswahlen. In den Monaten davor werden wir wieder jeden Freitag demonstrieren, um ein Zeichen zu setzen dass eine klimagerechte Welt möglich und notwendig ist."" (vom 02.07. bis 17.09.2021 - jeweils Fr.)",100,80
Berlin,Berlin,2021-07-30,"""Vote4Me""",20,15
Berlin,Berlin,2021-07-30,"""Aufarbeitung von DDR Unrecht/ Zwangsadoptionen/ Säuglingstod""",15,20
Berlin,Berlin,2021-07-30,"""Mahnwache: Die große Umverteilung im Fahrwasser der Pandemie""",20,
Berlin,Berlin,2021-07-30,"""Kleine Kundgebung und Protest-Demonstration bzgl. des Verkaufs der Häuser Mittenwalder Straße 46 und Mittenwalder Straße 12 durch den schwedischen Immobilienkonzern Heimstaden.""",100,100
Berlin,Berlin,2021-07-30,"""7 Tage dialektisch denken für Deutschland""",3,
Berlin,Berlin,2021-07-30,"""Wir informieren die Bevölkerung über Daten und Fakten sowie Entwicklungen und Auswirkungen der CORONAMaßnahmen und decken Hintergründe im Zusammenhang mit dem Infektionsschutzgesetz auf. Wir protestieren gegen Maskenpflicht, Mindestabstand, Kontaktbeschränkungen, Reiseverbote, Berufsverbote, Ausgangssperren, Lockdowns, Testzwang und verdeckten Impfdruck in jegliche Art und Weise. Insbesondere Schutzbedürftige wie Kinder, Behinderte und Alte dürfen nicht beeinflusst werden. Wir stehen auf gegen die Arroganz und Ignoranz der Regierung der BRD. Wir verurteilen jede Gewalt und stehen auf dem Boden der freiheitlich-demokratischen Grundordnung. Wir fordern unverzüglich die bedingungslose Wiederherstellung aller Grundrechte.""",100,71
Berlin,Berlin,2021-07-30,"""Die 2. Critical Mass (CM) im Norden Pankows ist eine Rad-Rundfahrt für alle interessiert-begeisterten Radfahrer und Pankower Bürger, die mal nicht Radwege benutzen wollen. Jung und Alt sollen sich angst- und stressfrei, sowie gleichberechtigt, wie im Mobilitätsgesetz beschrieben, mit anderen Fahrzeuge die Straße teilen, ohne angefeindet zu werden."" +++alt+++ ""Radtour für bessere Radwege und gegen den zunehmenden Radverkehr"" +++neu+++",100,39
Berlin,Berlin,2021-07-30,"""Umverteilung im Schatten der Pandemie""",20,11
Berlin,Berlin,2021-07-30,"""Coronainfo""",200,
Berlin,Berlin,2021-07-30,"""Gegenkundgebung zum Corona-Autokorso""",13,
Berlin,Berlin,2021-07-31,"""Mahnwache gegen andauernde Bombardierung in Idlib durch Russland"" (vom 24.07. bis 31.07.2021,Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",20,15
Berlin,Berlin,2021-07-31,"""Mahnwache: Verhältnismäßigkeit der Corona-Maßnahmen""",10,6
Berlin,Berlin,2021-07-31,"""Mahnwache - Verhältnismäßigkeit der Coronamaßnahmen""",10,
Berlin,Berlin,2021-07-31,"""Krankenhäuser in öffentliche Hand""",15,10
Berlin,Berlin,2021-07-31,"""Markt der Demokratie"" (rein symbolische Bezeichnung) Verschiedene Gruppen und Initiativen äußern ihre (unterschiedliche) mehr oder weniger umfassende Kritik an den Maßnahmen der Bundesregierung im Zusammenhang mit der Corona-Pandemie; Austausch und Diskussion darüber",200,200
Berlin,Berlin,2021-07-31,"""Mahnwache Für Grundrechte und Menschlichkeit""",20,15
Berlin,Berlin,2021-07-31,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,3
Berlin,Berlin,2021-07-31,"""Mahnwache gegen die Entakademisierung Berlins, insbesondere Reinickendorfs.""",5,4
Berlin,Berlin,2021-07-31,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 31.07. bis 27.11.2021 - jeweils Sa.)",20,8
Berlin,Berlin,2021-07-31,"""Demo gegen neue EU-Regelung, die es erlaubt, sichtbare Formen des religiösen Ausdrucks am Arbeitsplatz zu verbieten""",200,50
Berlin,Berlin,2021-07-31,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONGPraktizierenden und anderen unschuldigen Menschen in China. Beendet die Diktatur der Kommunistischen Partei.""",20,10
Berlin,Berlin,2021-07-31,"""Unterstützung der algerischen Revolution"" (vom 06.06. bis 26.12.2021 - jeweils So.)",20,6
Berlin,Berlin,2021-07-31,"""Kein US-Krieg gegen Venezuela, USA Unblock Venezuela, USA Unblock Kuba, Gegen Intervention und Blockade, Hände weg von dem fortschrittlichen Lateinamerika"" (vom 22.05. bis 14.08.2021 - jeweils Sa.)",50,8
Berlin,Berlin,2021-07-31,"""Wo finden wir echte Hoffnung und echten Halt für die Zukunft? Demonstration für Hoffnung am Ende der Corona-Pandemie.""",50,25
Berlin,Berlin,2021-07-31,"""Wiederherstellung der Meinungsfreiheit nach Art. 5 GG und der Versammlungsfreiheit nach Art. 8 GG""",100,
Berlin,Berlin,2021-07-31,"""Für die Abschaffung der 2 Klassengesellschaft durch Merkels Impferpressung""",150,210
Berlin,Berlin,2021-07-31,"""Demonstration für Fardin Ayaz Mahamed!""",20,
Berlin,Berlin,2021-07-31,"""Hände weg von unseren Grundrechten! Freie Fahrt für ein freies Leben! Abkehr von der Angst- und Panikpolitik!""",300,
Berlin,Berlin,2021-07-31,„Alleinerziehende und ihre Sorgen und Nöte“,20,
Berlin,Berlin,2021-07-31,"""7 Tage dialektisch denken für Deutschland""",3,10
Berlin,Berlin,2021-07-31,"""Mahnwache gegen andauernde Bombardierung in Syrien Edlib und Daraa"" (vom 31.07. bis 10.08.2021 - täglich)",20,
Berlin,Berlin,2021-07-31,"""Nur in einer zutiefst kranken Gesellschaft, müssen Gesunde ständig beweisen, dass sie gesund sind. Es reicht""",400,
Berlin,Berlin,2021-07-31,"""Gegen die Ermordung eine Kurdischen Familie in Konya / Türkei""",100,
Berlin,Berlin,2021-07-31,"""Gemeinsam die Erde vor dem Kollaps retten - drastische Sofortmaßnahmen für den Klimaschutz jetzt!""",100,85
Berlin,Berlin,2021-07-31,"""Andacht und Protestkundgebung anlässlich des schwulenfeindlichen Überfalls nach dem CSD am 24. Juli im James-Simon-Park""",50,80
Berlin,Berlin,2021-08-01,"""Mahnwache gegen andauernde Bombardierung in Syrien Edlib und Daraa"" (vom 01.08. bis 10.08.2021 - täglich)",20,3
Berlin,Berlin,2021-08-01,"""Kundgebung für Erinnerungskultur - Es ist geschehen, also kann es wieder geschehen (Primo Levi)""",1000,130
Berlin,Berlin,2021-08-01,"""Für ein sicheres Nebeneinander von Fußgängern, Fahrradfahrern und Autofahrern von Köllnischer Platz bis Strandbad Grünau""",50,3
Berlin,Berlin,2021-08-01,"""Wahlveranstaltungen dürfen nicht wegen Corona verboten werden""",50,
Berlin,Berlin,2021-08-01,"""Diskriminierung von Bikern""",2000,1600
Berlin,Berlin,2021-08-01,"""konfessionsloses Friedensgebet, Meditation für Gewaltfreiheit""",100,
Berlin,Berlin,2021-08-01,"""Wir fordern die uneingeschränkte Wiederherstellung des Demonstrationsrtechts Art. 8 GG""",300,
Berlin,Berlin,2021-08-01,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,3
Berlin,Berlin,2021-08-01,"""Epidemische Lage nationaler Tragweite??? Grundrechte gelten immer und für alle: geimpft, getestet, genesen, gesund oder krank."" (vom 04.07. bis 03.10.2021 - jeweils So.)",20,10
Berlin,Berlin,2021-08-01,"""Mahnwache zum Klimaschutz""",10,8
Berlin,Berlin,2021-08-01,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 10.01. bis 26.12.2021 - jeweils So.)",20,
Berlin,Berlin,2021-08-01,"""Multikulturelles Friedensforum - Wir fordern die gesetzliche Partei- und Politikerhaftung Haushaltuntreue und Steuerverschwendung""",150,11
Berlin,Berlin,2021-08-01,"""Geradedenken//Rave – Demo-Rave gegen Querdenken und andere Verschwörungsideologien""",2000,
Berlin,Berlin,2021-08-01,"""Friedensgebet""",10,
Berlin,Berlin,2021-08-01,"""Video-Aktion zur Aufklärung über die Tierindustrie""",30,
Berlin,Berlin,2021-08-01,"""Ride4Rescue - mit dem Fahrrad für die zivile Seenotrettung auf die Straße!""",250,75
Berlin,Berlin,2021-08-01,"""push it to the mechs"" Masken für alle!grundgestz ins ko! impfen ist liebe sowieso""",50,
Berlin,Berlin,2021-08-01,"""Wir sind alle Risikogruppe #gebtdiepatentefrei""",200,12
Berlin,Berlin,2021-08-01,"""Wir möchten eine queere und feministische Kundgebung in Kreuzberg machen und Menschen zusammenbringen, um die Vielfalt der queeren Kultur zu feiern und auf die Notwendigkeit von queeren Räumen hinzuweisen.""",200,200
Berlin,Berlin,2021-08-01,"""Stell die vor es ist Corona und keiner macht mit""",300,
Berlin,Berlin,2021-08-01,"""7 Tage dialektisch denken für Deutschland""",3,4
Berlin,Berlin,2021-08-02,"""Mahnwache gegen andauernde Bombardierung in Syrien Edlib und Daraa"" (vom 01.08. bis 10.08.2021 - täglich)",20,11
Berlin,Berlin,2021-08-02,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,2
Berlin,Berlin,2021-08-02,"""Wir gedenken der Opfer von Gewalt auf den Demonstrationen zur Erhalt unserer Grund- und Menschenrechte weltweit. Teilnehmer, Presse und auch Polizei.""",200,65
Berlin,Berlin,2021-08-02,"""Werte unserer Verfassung, wo sind sie geblieben?"" (vom 02.08. bis 09.08.2021,Mo.,Di.,Mi.,Sa.)",60,
Berlin,Berlin,2021-08-02,"""Fahrrad-Zubringer-Demo zur Kundgebung Berlin4Future. Mit einer Fahrraddemonstration werden wir auf die unzureichende Klimapolitik der Bundesregierung, die Dringlichkeit des Klimaschutzes und auf die verheerenden Konsequenzen dieser Politik aufmerksam machen.""",100,29
Berlin,Berlin,2021-08-02,"""Keine Impf-Experimente mit Kindern - Schäden der Covid-Impfung zur Kenntnis nehmen""",3,
Berlin,Berlin,2021-08-02,"""Mahnwache zur Erinnerung an die Opfer des atomaren Super-Gau im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit"" (vom 22.03. bis 13.09.2021 - jeweils Mo.)",20,6
Berlin,Berlin,2021-08-02,"""Mahnwache für Frieden und Menschenrechte"" (vom 12.07. bis 27.09.2021 - jeweils Mo.)",12,5
Berlin,Berlin,2021-08-02,"""Aufforderung an Regierung und Parlament für eine konsequente Klimaschutzpolitik bzw. Protest gegen die aktuelle, völlig unzureichende Klimaschutzpolitik""",200,100
Berlin,Berlin,2021-08-02,"""Protest gegen Hartz 4"" (vom 01.02. bis 27.12.2021 - jeweils Mo.)",50,
Berlin,Berlin,2021-08-02,"""Mahnwache für: Es muss ein modernes Luftverkehrs-Konzept für Deutschland her! Das derzeitige Single-Airport-Konzept ist in ein Flughafen-System einzubinden, bei dem stadtnahe Kapazitäten konsequent reduziert bzw. verlagert werden. …"" (vom 02.08. bis 25.10.2021 - jeweils Mo.)",40,20
Berlin,Berlin,2021-08-02,"""Gedenktag an die Genozide von Shingal 2014.""",50,
Berlin,Berlin,2021-08-02,"""Am 2. August 2021 jährt sich die sogenannte Liquidation des Zigeunerfamilienlagers in Auschwitz-Birkenau zum 77. Mal. SS-Angehörige ermordeten in der Nacht auf den 3. August 1944 die fast 4.000 verbliebenen Sinti und Roma in Gaskammern – zumeist als arbeitsunfähig eingestufte Frauen, Kinder und ältere Menschen.""",150,
Berlin,Berlin,2021-08-03,"""Mahnwache gegen andauernde Bombardierung in Syrien Edlib und Daraa"" (vom 01.08. bis 10.08.2021 - täglich)",20,
Berlin,Berlin,2021-08-03,"""Solidarität mit den Bürgerprotesten im Iran und den Stop von Hinrichtungen im Iran""",300,200
Berlin,Berlin,2021-08-03,"""Prozessbegleitung zum Arbeitsgericht einer Kollegin""",13,12
Berlin,Berlin,2021-08-03,"""Massentierhaltung und Klimaschutz""",20,15
Berlin,Berlin,2021-08-03,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",10,4
Berlin,Berlin,2021-08-03,"""Gedenkveranstaltung an den Genozid, am 3. August 2014 in Sinjar (Shengal)""",100,67
Berlin,Berlin,2021-08-03,"""To demonstrate against the police who abuse their power by confiscating expensive equipment from street performers. We want to show that street music is a nessesity in the city and we are tired of the harassment.. Our goal is to bring awareness to the public about the way the authorities handle this Situation""",20,
Berlin,Berlin,2021-08-03,"""Gedenkfeier an den ezidischen Völkermord, 03.08.2014, Shingal""",1000,450
Berlin,Berlin,2021-08-03,"""Mahnwache: Verhältnismäßigkeit der Corona-Maßnahmen""",10,10
Berlin,Berlin,2021-08-03,"""Werte unserer Verfassung, wo sind sie geblieben?"" (vom 02.08. bis 09.08.2021,Mo.,Di.,Mi.,Sa.)",60,15
Berlin,Berlin,2021-08-03,"""Wo ist der Radweg?""",50,29
Berlin,Berlin,2021-08-03,"""Bürger mit Schildern sagen ihre Meinung zu Corona-Maßnahmen""",20,30
Berlin,Berlin,2021-08-03,"""Protest gegen die gemeinsamen Militärmanöver der US-amerikanischen und südkoreanischen Armeen""",15,15
Berlin,Berlin,2021-08-03,""" Mahnwache : Friedhof IX - Rettet die Erbbegräbnisse ! Wiedererrichtung Sofort! Wir fordern die Restaurierung und Sanierung!"" (vom 27.07. bis 28.09.2021 - jeweils Di.)",20,15
Berlin,Berlin,2021-08-03,"""Die große Umverteilung im Fahrwasser der Pandemie""",20,5
