note,description,predicted label,score
67,9 members of alg blocked traffic around the reichstag building (at paul loebe house and marie elisabeth luders house) in berlin - mitte to bring the issue of climate protection to the attention of the members of parliament. police officers detached the peaceful demonstrators from the street and took them away.,Climate Change,0.9454938173294067
68,"Employees of the rail vehicle manufacturer alstom (from bautzen and gorlitz), at the call of igm, including an elected official (the left), protested in berlin against the management's plan to cut jobs.",Transportation,0.971293568611145
69,"Around 20 members of alg blocked traffic and demonstrated in berlin to call for climate protection, a 100km/h speed limit on highways, and a 9-euro public transport ticket for all.",Climate Change,0.9679993391036987
70,"Around 150 people, including leftists, demonstrated at kottbusser tor in berlin - friedrichshain-kreuzberg to show solidarity with members of alg after police searches were conducted against some of their members throughout the country. demonstrators were against police violence and called for justice.",Solidarity,0.990210235118866
71,"16 people gathered for a counter-demonstration from the corner of bremerstrasse and birkenstrasse in berlin - mitte (moabit) against the alg movement. on placards, they called themselves 'the first generation' and the 'last de-generation'.",Conflict,0.9571848511695862
72,"During the morning, members of alg demonstrated and blocked highway access roads (a115) in berlin to call for climate protection and a 9-euro public transportation ticket for all. they demanded the end of fossil fuel energies and the implementation of a 100km/h speed limit on highways.",Climate Change,0.9758087396621704
73,"During the afternoon, around 44 members of alg demonstrated, while 3 of them blocked traffic, at innsbrucker platz in berlin - tempelhof-schoneberg to call for climate protection, a 9-euro public transport ticket, and a 100km/h speed limit on highways. they also demanded the end of fossil fuel energies. 2 people were arrested.",Climate Change,0.9747739434242249
74,"More than 30 firefighters, at the call of 'berlin burns', demonstrated in front of the red city hall in berlin - mitte for better working conditions. they denounced the lack of staff and overload of the berlin ambulance service, which can cause delays during firefighting operations. symbolically, they lit a fire inside a barrel.",Conflict,0.5803461074829102
75,"Around 900 people demonstrated in berlin - mitte, from the berlin cathedral to the brandenburg gate through potsdamer platz, to condemn human rights violations in various other states (iran, belarus, and china). demonstrators showed solidarity with the protest movement in iran, following the death of mahsa amini, denounced the suffering of political prisoners in belarus, and excessive coronavirus-related measures causing repression in china. they had gathered on the occasion of international human rights day.",International,0.9833650588989258
76,Around 10 members of alg blocked the konstanzer strasse highway exit (a100) in berlin - charlottenburg-wilmersdorf to call for climate protection. police officers detached the protesters from the road and carried them away.,Climate Change,0.991763174533844
77,5 members of alg demonstrated at berlin central station at europaplatz in berlin - mitte to call for climate protection.,Climate Change,0.9819907546043396
78,"6 members of alg blocked two intersections in berlin - mitte, at the corner of unter den linden/friedrichstrasse and alte potsdamer to call for climate protection.",Climate Change,0.9790146350860596
79,"Members of extinction rebellion demonstrated in front of the german federal ministry for the environment, nature conservation, nuclear safety and consumer protection at alexanderplatz in berlin - mitte to call for more protection for biodiversity at the start of the un biodiversity conference on 7 december 2022.",Conflict,0.9167137742042542
80,"4 people, members of alg, demonstrated and blocked traffic at wilhelmstrasse, corner hallesches ufer, and stresemannstrasse, in berlin - friedrichshain-kreuzberg to call for climate protection. they demanded a 100km/h speed limit and a 9-euro public transportation ticket for all.",Climate Change,0.9768316149711609
81,"11 people, members of alg, demonstrated and blocked traffic in front of the main train station in invalidenstrasse, and also at potsdamer strasse, corner varian-fry-strasse, in berlin - mitte to call for climate protection. they demanded a 100km/h speed limit and a 9-euro public transportation ticket for all.",Climate Change,0.9880822896957397
82,"People, including the afghan community and afghan refugees, demonstrated in berlin - mitte, from willy-brandt-strasse at the federal chancellery via wilhelmstrasse, unter den linden to schlossplatz, against what they described as terror in afghanistan and genocide against the hazara minority.",Conflict,0.8705129027366638
83,"People demonstrated in berlin - mitte at the victory column, from the corner of ebertstrasse and strasse des 17. juni., against the suppression of the civil protests in iran following the death of a 22-year-old kurdish-iranian woman in police custody on 16 september 2022. the event was called 'run for freedom, women, life, freedom'.",Women Rights,0.9448811411857605
84,"Around 100 people, at the call of vitsche (an organization of ukrainians in berlin), demonstrated in front of the russian house of science and culture in friedrichstrasse in berlin - mitte against an ongoing christmas symbolic event that they believe is russian propaganda. demonstrators were against the war in ukraine and the russian government.",Against War,0.9427018761634827
85,"Several hundred people, including teachers, parents, and students, demonstrated from moritzplatz to the senate education department near alexanderplatz in berlin - mitte for a better school system. they denounced the lack of school space and canceled classes.",Education,0.8585759401321411
86,"More than 1,400 people demonstrated from berlin - neukolln to oranienplatz in berlin - friedrichshain-kreuzberg against the ban on the kurdistan workers' party (pkk) and in the wake of turkey's aerial campaign against kurdish militant bases in northern syria. demonstrators called for the pkk to be removed from the 'terrorist' list. 7 people were arrested for insulting police officers and carrying pkk symbols.",Conflict,0.905340313911438
87,"Around 600 people, mostly members of antifa, demonstrated from berlin - friedrichshain-kreuzberg to the lichtenberg train station in berlin - lichtenberg against nazis, racism, anti-semitism, and far-right conspiracy ideologies. they paid tribute to a 27-year-old who was stabbed to death by neo-nazis on 21 november 1992. pyrotechnics were lit up. participants yelled several anti-police slogans.",Against Racism,0.9540807008743286
88,"At the call of gew, up to 2,500 striking teachers, as well as other school employees, gathered at the brandenburg gate in berlin - mitte to protest against their working conditions in berlin and demand smaller classes.",Conflict,0.9296735525131226
89,"People, at the call of citizens' initiative 'climate start' and other civil society organizations, demonstrated in berlin - mitte outside the red city hall to call for the possible referendum for more climate protection to be organized in parallel with the berlin election on february 12.",Climate Change,0.984458863735199
90,"Around 2,000 people, including members of the iranian and afghan diasporas, demonstrated in berlin against the iranian government and for women's rights in iran and afghanistan.",Women Rights,0.993596076965332
91,"8 members of alg demonstrated and blocked traffic in the messedamm/neue kantstrase area, around a highway (a111), in berlin - charlottenburg-wilmersdorf to call for climate protection.",Climate Change,0.9847801923751831
92,6 members of alg blocked traffic and demonstrated at the a100 junction tempelhofer damm and sachsendamm in berlin - tempelhof-schoneberg to call for climate protection.,Climate Change,0.9901790022850037
93,"At the call of fff, attac, 'who has, who gives', and the tenants' association, between 3,000 and 7,000 people demonstrated from berlin - mitte (from alexanderplatz) to berlin - friedrichshain-kreuzberg (via rotes rathaus and friedrichstrasse) against inflation, energy prices and rising rents, as well as to denounce far-right ideologies and conspiracy theories. they gathered under the motto 'redistribute' to call for social justice. demonstrators advocated a price cap for electricity, heating costs and rents, as well as higher wages. on wilhelmstrasse, demonstrators threw paint bags against the walls of the spd federal headquarters. pyrotechnics were briefly ignited, slightly injuring a police officer.",Conflict,0.8211217522621155
94,Chinese students demonstrated in berlin - mitte against the chinese government.,Conflict,0.9892873167991638
95,"Around 350 people (according to the police), including members of the iranian community, demonstrated in berlin - mitte at the brandenburg gate to express solidarity with the protests in iran and call on the german government to do more diplomatically. the protests were triggered by the death of a 22-year-old kurdish-iranian woman in police custody in iran on 16 september 2022.",Solidarity,0.9747766852378845
96,Members of alg demonstrated and blocked traffic in berlin - friedrichshain-kreuzberg (frankfurter tor) to call for climate protection.,Climate Change,0.9835474491119385
97,"Members of alg demonstrated and blocked the entrance to the federal ministry of transport in berlin - mitte to call for immediate action to limit the climate crisis, such as a speed limit on highways and a permanent 9-euro ticket for public transportation.",Climate Change,0.9606842994689941
98,Members of alg demonstrated and blocked traffic in berlin - friedrichshain-kreuzberg for climate protection. there was a scuffle between motorists and blockers.,Climate Change,0.9911757707595825
99,Around 450 people demonstrated at the brandenburg gate in berlin - mitte to denounce child murders and violation of human rights in iran by the mullah regime and what they perceive as censorship of the number of deaths by the media. this was following the death of a 22-year-old kurdish woman in police custody in iran on 16 september 2022.,Against Rights,0.9147989153862
100,Around 700 people demonstrated in berlin - mitte for peace in the world.,Peace,0.9754641652107239
101,Alg activists staged a road blockade on the corner of berliner torstrasse and brunnenstrasse and on spandauer strasse in berlin - mitte to demand more climate action.,Climate Change,0.983034074306488
102,"Alg activists staged a road blockade in berlin, blocking traffic, to demand more climate action.",Climate Change,0.9774177670478821
103,"Alg activists staged a road blockade in berlin - charlottenburg-wilmersdorf to demand more climate action, as well as a 100 km/h speed limit and the introduction of an all-inclusive 9-euro transportation ticket.",Climate Change,0.9581990838050842
104,3 members of alg demonstrated and glued themselves to the wall of the green party's federal headquarters in berlin - mitte to call for climate protection.,Climate Change,0.9721071720123291
105,People interrupted a lecture and demonstrated at the faculty of law of the freie universitat in berlin - steglitz-zehlendorf to denounce the circumstances in which italian prisoners are and show solidarity with their hunger strike against the penitentiary system.,Solidarity for Prisoners,0.9869669675827026
106,"Around 8 people demonstrated in berlin - mitte to call for climate protection. demonstrators glued their hands on the road and blocked traffic in moabit, gesundbrunnen invalidenstrasse, chausseestrasse, tiergarten tunnel, friedrich-list-ufer, bottgerstrasse.",Climate Change,0.9866131544113159
107,"7 people demonstrated in berlin - pankow to call for climate protection. demonstrators glued their hands on the road and blocked traffic around prenzlauer berg, ostseestrasse, and greifswalder strasse.",Climate Change,0.9850081205368042
108,"During the day, hundreds of people demonstrated in berlin - steglitz-zehlendorf to show solidarity with iranians following protests triggered by the death of a 22-year-old kurdish woman in police custody in iran on 16 september 2022.",Solidarity,0.9878231883049011
109,"Between 1,200 and 1,600 (according to the police) people demonstrated in berlin - mitte against the iranian government following the death of a 22-year-old kurdish-iranian woman in police custody in iran on 16 september 2022. they supported the movement women, life, freedom.",Rights,0.9580638408660889
110,Members of alg demonstrated and blocked traffic at the exit kaiserdamm in berlin - charlottenburg-wilmersdorf for climate protection. a total of 25 people were involved in all the events in berlin that same day.,Climate Change,0.9874104261398315
111,Members of alg demonstrated and blocked traffic in berlin - friedrichshain-kreuzberg (mehringdamm) for climate protection. a total of 25 people were involved in all the events in berlin that same day.,Climate Change,0.9885796308517456
112,Members of alg demonstrated and blocked traffic in berlin - mitte (torstrasse/corner of schonhauser allee) for climate protection. a total of 25 people were involved in all the events in berlin that same day.,Climate Change,0.9876037836074829
113,Members of alg demonstrated and blocked traffic in berlin - pankow (danziger street) for climate protection. a total of 25 people were involved in all the events in berlin that same day.,Climate Change,0.9846256971359253
114,"Several members of alg demonstrated in berlin - charlottenburg-wilmersdorf at messedamm and jakob-kaiser-platz and blocked traffic to call for a 100km/h speed limit on highways, a 9-euro ticker for public transportation, and climate protection. police officers intervened to remove them.",Conflict,0.8972670435905457
115,"Several members of alg demonstrated in berlin - friedrichshain-kreuzberg at frankfurter allee and blocked traffic to call for a 100km/h speed limit on highways, a 9-euro ticker for public transportation, and climate protection. police officers intervened to remove them. demonstrators climbed on two gantries on the city highway.",Conflict,0.8749464750289917
116,"Members of alg demonstrated in berlin - mitte at the main train station and blocked traffic to call for a 100km/h speed limit on highways, a 9-euro ticker for public transportation, and climate protection. police officers intervened to remove them.",Climate Change,0.9414187073707581
117,Members of alg demonstrated and blocked traffic in berlin - charlottenburg-wilmersdorf (kaiserdamm) to call for a 100km/h speed limit on highways and climate protection.,Conflict,0.9499541521072388
118,"People, mostly alg members, demonstrated and blocked traffic in berlin - friedrichshain-kreuzberg (in frankfurter allee) to call for a 100km/h speed limit on highways and climate protection.",Conflict,0.9550850987434387
119,Members of alg demonstrated and blocked traffic near alexanderplatz (otto-braun street and moll street) in berlin - mitte to call for a 100km/h speed limit on highways and climate protection.,Conflict,0.9463627338409424
120,"Several people, mostly alg members, demonstrated and blocked traffic in berlin - tempelhof-schoneberg (at the junction between detmolder street, alboin street, and wex street) to call for a 100km/h speed limit on highways and climate protection.",Conflict,0.9631198644638062
121,"Around 80,000 people, including iranians from all over the country, and mlpd members, demonstrated at the call of feminist organizations (woman life freedom collective), from the grosser stern (victory column) through the berlin government district in berlin - mitte to show solidarity with the protests in iran. demonstrators demanded more women's rights and freedom. they called for the overthrow of the islamic government system and the death of iran's head of state. occasionally, there were scuffles or disputes in which police officers had to intervene to mediate. 6 people were temporarily arrested. the demonstrations were triggered by the death of a 22-year-old iranian kurdish woman in police custody on 16 september 2022.",Solidarity,0.95771723985672
122,"Several members of the kurdish community, including an elected official (the greens), demonstrated at the iranian embassy in berlin - steglitz-zehlendorf against the violent actions of the iranian security forces in iran. the demonstration was triggered by the death of a 22-year-old iranian kurdish woman in police custody on 16 september 2022.",Conflict,0.8766920566558838
123,"Around 6 members of alg demonstrated in berlin - mitte, in front of the building of the federal ministry of transport, to call for a speed limit of 100km/h on german highways to reduce co2 pollution. demonstrators put signs in front of the building.",Transportation,0.9797910451889038
124,"Between 2,800 (according to the police) and 6,000 (according to organizers) people, including elected officials (the left), at the call of an alliance (dgb, solidarity autumn (sh), campact, gew, ver.di, attac, bund, greenpeace, parity welfare association (pw), people's solidarity (vs), the citizen's movement financial turnaround (bf)), demonstrated in berlin - mitte (from the invalidenpark to the brandenburg gate) under the slogan 'solidarity through the crisis'. they denounced inflation and its consequences. demonstrators called for social justice (redistribution), and solidarity amid the energy crisis. the alliance sharply distanced itself from far-right movements.",Solidarity,0.915852427482605
125,"Alg members blocked traffic in berlin around the a100 highway (which affected jakob-kaiser-platz in charlottenburg, europaplatz at the main train station, and the spandauer damm) for climate protection. police intervened on the scene to break up the blockades.",Climate Change,0.9916895031929016
126,Alg members demonstrated and blocked traffic at frankfurter tor in berlin - friedrichshain-kreuzberg for climate protection.,Climate Change,0.98591148853302
127,Alg members demonstrated and blocked a highway exit (a100) around berlin - spandau for climate protection.,Climate Change,0.9870566129684448
128,Members of alg demonstrated and blocked highway exits in berlin - charlottenburg-wilmersdorf for climate protection.,Climate Change,0.9855029582977295
129,Members of alg demonstrated and blocked traffic in berlin - mitte in front of the federal ministry of finance for climate protection. they sat on a balcony of the large building on wilhelmstrasse. people want to discuss a debt cut for poor countries.,Climate Change,0.9399174451828003
130,Members of alg demonstrated and blocked highway exits in berlin - tempelhof-schoneberg for climate protection.,Climate Change,0.9852520823478699
131,More than 500 people demonstrated in berlin - mitte to call for solidarity with the politically imprisoned in iran and to call for the end of the mullah regime. this happened in the context of riots in the ewin prison in iran that caused the death of several prisoners.,Solidarity for Prisoners,0.9783858060836792
132,Around 70 people demonstrated in front of the iranian embassy in berlin - steglitz-zehlendorf to call for solidarity with the politically imprisoned in iran. this happened in the context of riots in the ewin prison in iran that caused the death of several prisoners.,Solidarity for Prisoners,0.981412410736084
133,"Between 200 and 230 people demonstrated in front of the german chancellery in berlin - mitte against inflation. demonstrators called for healthy food, emergency aid for the poor, and an end to poverty.",Solidarity,0.4589700400829315
134,"Around 11 october 2022 (as reported), around 40 people, including refugees and members of no border network, demonstrated in berlin - mitte (in front of the bundestag) to call for better policies concerning refugees and their right to legal status.",Refugee,0.9629645347595215
135,"Numerous small groups of members of alg blocked traffic in berlin at several points (a100, a115) to call for climate protection. they demanded a speed limit on highways as well as affordable public transport for all. some were carried away by police officers. a passerby can be seen on video forcibly dragging a demonstrator off the roadway.",Climate Change,0.9672296047210693
136,Several hundred people demonstrated in berlin - mitte (at gendarmenmarkt) against the russian air strikes against ukraine. demonstrators called for faster and greater german support (such as arms deliveries). they were against the russian government.,Against War,0.9732360243797302
137,Members of alg demonstrated in berlin - charlottenburg-wilmersdorf and blocked traffic on a highway exit (a100) to call for climate protection. they called for a speed limit on highways and affordable public transportation for all.,Climate Change,0.9845113158226013
138,"Around 55 members of alg (in total) demonstrated in berlin - mitte (seestrasse, reichstag, bundestag, ministry of transport), blocked access on higways (a100), and triggered fire alarms in the bundestag and in the building of the ministry of transport, to call for climate protection. they called for a speed limit on highways and affordable public transportation for all. they also damaged one window of the reichstag building.",Climate Change,0.9758861660957336
139,Members of alg demonstrated in berlin - pankow and blocked traffic on a highway exit (a114) to call for climate protection. they called for a speed limit on highways and affordable public transportation for all.,Climate Change,0.9755749106407166
140,Members of alg demonstrated in berlin - steglitz-zehlendorf and blocked traffic on a highway exit (a103) to call for climate protection. they called for a speed limit on highways and affordable public transportation for all.,Climate Change,0.9791164398193359
141,"Around 250 people demonstrated in berlin - charlottenburg-wilmersdorf for social justice. the call was made by the alliance 'who has, who gives' and quartiersmanagement grunewald.",Solidarity,0.48686683177948
142,"Between 1,400 and 1,500 people, including members of standup against racism, antifa, unions, churches, took part in various demonstrations throughout berlin - mitte against the presence of a demonstration of the far-right political party afd. demonstrators attempted to make road blockades to stop the afd march, but they were removed by police officers. some people were arrested.",Conflict,0.9347642660140991
143,"Activists affiliated with the fff movement gathered for a rally in berlin, protesting against a proposed extension of the garzweiler open-pit lignite mine, which they claimed would endanger neighboring settlements as well as the environment.",Conflict,0.8828763961791992
144,"Students and parents of a school on the scharfenberg island (berlin - reinickendorf) gathered for a rally at the ferry dock of the scharfenberg island in berlin - reinickendorf, protesting against the planned dismissal of the school principal.",Conflict,0.9583455324172974
145,"About 1,000 health workers gathered in berlin - mitte, demanding higher wages and better working conditions.",Labor Rights,0.9001233577728271
146,"1,400 protesters, including representatives of the 'left-wing spectrum', marched from potsdamer platz to the city center in berlin - mitte, denouncing the federal government's energy policy. isolated scuffles between demonstrators were reported, though the demonstration remained 'trouble-free' according to the police.",Conflict,0.8654922246932983
147,"At the call of the netzwerk friedenskooperative, dozens of citizens and peace activists gathered in berlin to demand the halting of germany's arms sales to ukraine and peace negotiations with russia amid the war.",Against War,0.9505128860473633
148,"At the call of the antimilitaristische aktion group, activists gathered outside the russian embassy in berlin - mitte to protest against the russian invasion of ukraine.",Against War,0.9699648022651672
149,"Around 5,000 citizens and activists, including iranian nationals, engaged in a protest march from oranienplatz (berlin - friedrichshain-kreuzberg) to mitte and from bebelplatz through the government district (berlin - mitte) against the iranian leadership in berlin. the protesters called for the country's democratization and solidarity with iranian women. protests were triggered by the death of a woman recently arrested by the morality police for infringing hijab rules.",Solidarity,0.9123769998550415
150,Hundreds of people protested at the brandenburger tor in berlin - mitte in solidarity with women and protesters in iran. the current protest was triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.,Solidarity,0.9484118223190308
151,"In the morning, more than 100 people, including women, politicians (the green party leaders and a csu mp) and an iranian-born actress, protested in front of the brandenburg gate in berlin - mitte against the regime and oppression of women in iran. the protest was triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.",Against Rights,0.8385862708091736
152,"In the afternoon and evening, up to 1,800 people, including iranian women, writers and actors, joined a protest at pariser platz in berlin - mitte in solidarity with protests taking place in iran and condemned germany's lack of sanctions against iran, demanding a 'feminist foreign policy'. the minister of agriculture (the greens) joined the protest. the current protest was triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.",Solidarity,0.9274470210075378
153,"At 1 pm, around 50 people, including members of the german-iranian society and of the national council of resistance of iran, gathered close to the reichstag in berlin - mitte to raise flags with the face of a woman killed by the police and iranian flags to demand the deportation of iranian diplomats. the current protest was triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.",Police Violence,0.9417569637298584
154,Around 100 people joined a protest at the square of german unity to demonstrate solidarity with protesters in iran in berlin - mitte. the current protests were triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.,Solidarity,0.9603488445281982
155,About 50 people protested outside the iranian embassy in berlin - steglitz-zehlendorf against the system of rule and discrimination against women in the country. the current protests were triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.,Against Rights,0.9082605242729187
156,Around 550 people demonstrated at nettelbeckplatz in wedding in berlin - mitte to denounce the iranian regime and the violence against women in the country. the current protests were triggered by the death of a woman who was arrested by the morality police for infringing hijab rules.,Against Rights,0.8781054019927979
157,"About 200 teachers and their families protested outside the red city hall in berlin - mitte against the alleged decrease of salaries by 1,600 euros per month. protesters denounced the decision by the education administration, which they claimed would entail lower salaries for teachers.",Education,0.9189159274101257
158,"More than 36,000 people, at the call of fff, demonstrated in berlin - mitte (invalidenpark) for climate protection.",Climate Change,0.9809799790382385
159,"Around 200 people, including iranian nationals and iranian women, demonstrated in front of the german chancellery in berlin - mitte to draw attention to the crackdown on women in iran, following the death of a 22-year-old kurdish woman in police custody in iran on 16 september 2022.",Women Rights,0.88856440782547
160,"Around 30 people demonstrated in front of the iranian embassy in berlin - steglitz-zehlendorf to draw attention to the crackdown on women in iran, following the death of a woman killed by police officers in iran on 16 september 2022. they called on the german government to react and summon the iranian ambassador.",Women Rights,0.9719195365905762
161,"Between 50 and 80 people (according to organizers), mostly extinction rebellion members, demonstrated and blocked the entrance of the greens headquarters in berlin - mitte to demand climate protection.",Climate Change,0.9905297160148621
162,"People demonstrated in front of the iranian embassy in berlin - steglitz-zehlendorf to draw attention to crackdown on women in iran, after the death of a woman killed by police officers in iran on 16 september 2022. they also called for the summoning of the iranian ambassador.",Women Rights,0.973741352558136
163,"Between 600 (according to the police) and 800 people (according to organizers) people, including feminists, the lgbt community, the association 'what the fuck', alliance for sexual self-determination (bss) members, grannies against the right, the greens, and dgb delegates, gathered for a counter-demonstration in berlin (brandenburg gate, charlottenburg-wilmersdorf, potsdamer platz, friedrichstrasse, to the city center) in favor of the right to abortion. police officers intervened and used physical force against protesters in berlin - mitte as they were blocking traffic.",Conflict,0.9179771542549133
164,"Between 60 (according to the police) and 150 people, including affiliates of the national council of resistance of iran in berlin, demonstrated in front of the iranian embassy in berlin - steglitz-zehlendorf to draw attention to the 'brutal persecution of women in iran', after the death of a woman killed by police officers in iran on 16 september 2022.",Women Rights,0.8763525485992432
165,Members of extinction rebellion demonstrated and blocked traffic in berlin - friedrichshain-kreuzberg for climate protection and against fossil fuels. police broke up the gathering physically (carrying demonstrators away).,Climate Change,0.9794746041297913
166,Leftists camped and demonstrated in berlin - mitte in tiergarten for peace. clashes broke out between a man blocking the intervention of paramedics and police officers. a group of demonstrators insulted the police. the man was arrested and 2 police officers sustained minor injuries to their heads.,Conflict,0.921366810798645
167,"Around 20 people, including representatives of the amazonian indigenous communities of brazil, demonstrated in berlin - mitte, at the brandenburg gate, against the policies of the brazilian president and deforestation, which they claimed were harming the environment, notably destroying forests.",Against Environment,0.9701676368713379
168,"People, including members of grannies against the right, antifa activists and a pastor, demonstrated in berlin - pankow against the war in ukraine and violence against the queer community (after the attack on 27 august 2022 in munster).",Against War,0.9877771735191345
169,"Around 9,000 people marched throughout berlin, from mauerpark, passing by friedrichshain district and ending in kreuzberg (berlin - friedrichshain-kreuzberg) for love, to celebrate diversity, and to 'live and let live'. the techno parade was intended as a demonstration for more social commitments. several organizations were present: the homeless aid, berlin free of nazis, moabit helps, and the action alliance stop a100.",Peace,0.8779776096343994
170,"Around 3,500 people demonstrated in berlin from breitscheidplatz (berlin - charlottenburg-wilmersdorf) to brandenburg gate (berlin - mitte) against the war in ukraine on the occasion of ukraine's independence day. the event was organized by the vitsche association.",Against War,0.9844986796379089
171,Greenpeace members demonstrated in front of the green's party federal headquarters in berlin - mitte against the continued use of nuclear energy.,Conflict,0.8859955072402954
172,"Around 200 people demonstrated in front of the fdp headquarters in berlin - mitte for fairer crisis policies, to denounce inflation, and call for social justice. the call was made by the alliance 'who has, who gives'.",Conflict,0.6834993958473206
173,"People, including the afghan community, at the call of seebruecke and the european organization for integration, demonstrated in front of the german foreign office in berlin - mitte for the simplified admission of afghan refugees. they demand more support for the people suffering under the taliban in afghanistan.",Solidarity,0.8397302031517029
174,"Around 1,500 people demonstrated near the red city hall to the reichstag building in berlin - mitte for the legalization of cannabis (marijuana, hashish).",Drug Use,0.9916300773620605
175,"Activists of the '#iampooraffected' demonstrated in front of the red city hall in berlin - mitte to call for support for people with low incomes in the face of rising energy and food prices, as well as inflation. demonstrators demanded the redistribution of existing resources and were against the growing gap between the rich and poor. the event was part of a national day of protests called by the 'oneworryless' foundation.",Other,0.9371007084846497
176,"Between 60 and 80 people, including members of mlpd, fvc, rebell, ib, igm, grannies against the right, and ver.di, demonstrated in berlin - mitte (moabit district) against the war in ukraine, nuclear weapons, and the threat of nuclear wars. they had gathered on the occasion of the 77th anniversary of the hiroshima and nagasaki nuclear bombings in japan.",Against War,0.9491173028945923
177,"At the call of the 'lebenslaute' environmental initiative, around 100 musicians blocked traffic (highway a103), demonstrated, and performed a concert in berlin - tempelhof-schoneberg. they denounced the city's traffic policies, fossil fuel, and called for climate protection.",Climate Change,0.869914710521698
178,"At the call of the 'lebenslaute' environmental initiative, several dozen musicians demonstrated and occupied a highway construction site in berlin - treptow-kopenick. they denounced the city's traffic policies, fossil energies, and called for climate protection.",Transportation,0.8516808152198792
179,"At the call of campact, nearly 30 demonstrators, including grandmas for future (fff), demonstrated in front of the federal ministry of finance in berlin - mitte to demand the extension of a 9-euro national public transport ticket, demanding free public transportation for the population. demonstrators also called for climate protection and criticized the finance minister (fdp).",Transportation,0.933310329914093
180,"Around 150,000 people 'from all over the world', including members of the lgbt community, elected officials, the left members, and ukrainians, demonstrated throughout berlin - mitte (from spittelmarkt to the brandenburg gate) for lgbt rights and to denounce violence against the queer community. demonstrators were also against the war in ukraine. the motto of the event was 'united in love - against hate, war and discrimination'.",International,0.9886019229888916
181,"Around 50 people, mostly alg members, demonstrated berlin - tempelhof-schoneberg and blocked a highway exit to call for climate protection.",Climate Change,0.9873659014701843
182,Members of alg demonstrated and blocked road a100 in berlin to call for climate protection and more concrete measures.,Climate Change,0.9846860766410828
183,"Around 40 members of alg blocked traffic, glued themselves to roads in 5 different places, and demonstrated in berlin - charlottenburg-wilmersdorf (around the road a100) for better climate protection and a coal phase-out. 24 people were arrested. one refuse worker affected by one of the roadblocks grabbed a female climate activist from the group and pulled her off the road.",Climate Change,0.8858932852745056
184,"Between 200,000 (according to the police) and 400,000 (according to organizers) people, including ukrainian djs, and artists, demonstrated throughout berlin for an unconditional basic income for artists, the inclusion of berlin's techno culture in the unesco heritage, and against bans on dancing on christian holidays. the event was also a peaceful celebration directed against war and violence amid the war in ukraine. this demonstration was inspired by berlin techno parades from the 1990s and was called 'rave the planet' or 'love parade'.",Culture,0.8575558066368103
185,Around 10 members of alg demonstrated in front of the german chancellor's office in berlin - mitte to call for more climate protection and against fossil oil energies. demonstrators were arrested by police officers after having dumped black paint on a lawn.,Climate Change,0.8251398801803589
186,About 10 alg activists demonstrated and blocked the prenzlauer promenade/granitzstrasse highway exit in berlin - pankow to call for more climate protection. some demonstrators glued themselves to the road.,Climate Change,0.9952710866928101
187,Alg activists demonstrated and blocked traffic at the kurt-schumacher-damm a111 highway exit in berlin - mitte to call for climate protection.,Climate Change,0.9835343956947327
188,"In the morning, members of alg demonstrated and blocked traffic at several highway exits in berlin - steglitz-zehlendorf to call for climate protection. eight demonstrators were temporarily arrested and checked by the police.",Climate Change,0.9784141182899475
189,Alg activists demonstrated and blocked traffic at the sachsendamm highway exit in berlin - tempelhof-schoneberg to call for climate protection. some demonstrators were temporarily arrested and checked by the police.,Climate Change,0.984753429889679
190,Around 30 members of alg demonstrated and blocked traffic in several places in berlin to call for climate protection.,Climate Change,0.9837374091148376
191,"Around 50 people, mostly members of alg, demonstrated, blocked traffic, and glued themselves on several roads along the a111 in berlin to call for more climate protection and a coal phase-out.",Climate Change,0.9706790447235107
192,"Around 40 people, including members of alg, scientist rebellion, scientists, an australian national, and people who came from sweden, demonstrated in berlin and blocked traffic on the road in several places (reinickendorf, pankow, steglitz) to call for more climate protection. some glued themselves on several stretches of highways during rush hour. some motorists snatched the demonstrators' placards and threatened them.",Climate Change,0.9680745005607605
193,Around 30 members of alg demonstrated in berlin - charlottenburg-wilmersdorf and blocked traffic at the at the seestrasse/beusselstrasse exit on highway 100 and at the level of the goerdelersteg to call for more climate protection. around 5 demonstrators glued themselves on the highway (a100) and were arrested.,Climate Change,0.97435063123703
194,Members of alg demonstrated in berlin - mitte in front of the federal chancellery building to raise awareness about the consequences of climate change for children.,Climate Change,0.9797196388244629
195,"Between 1,400 and 4,000 people, including students, employees (siemens, thyssen, volkswagen), communists, anti-militarists, palestinians, dockworkers, grannies against the right, antifa, members of sdaj, gew, ver.di, vvn-bda, mlpd, ib, the left, fvc, and atik, demonstrated in bebelplatz in berlin - mitte for peace in ukraine and against the rearmament amid the war in ukraine. demonstrators were against the government's decision to dedicate 100 billion euros to military spending and called for the funds to be used on social welfare, health, education, culture, and climate protection. the demonstration was organized by a group called 'civilian change of times' (zz).",Against War,0.9611823558807373
