event_date;year;month;day;mood;district;source;category;label;title;description;crowd_size_class;crowd_size
2023-03-18 00:00:00;2023;March;18;Peaceful;Mitte;Berliner Zeitung;Environment;Climate Change;Fridadys for Future / Demonstrators denounced it as a 'regressive' coalition in terms of rent, climate, transportation, and domestic policies.;Between 800 (according to the police) and 2,000 people (according to organizers) people, including fff, german housing & co expropriate, the tenants' association kotti & co, demonstrated at hermannplatz in berlin - neukolln to the spd headquarters in berlin - mitte against the formation of a cdu/spd senate. demonstrators denounced it as a 'regressive' coalition in terms of rent, climate, transportation, and domestic policies.;6;1,000-2,500
2023-03-16 00:00:00;2023;March;16;Peaceful;Mitte;"Der Tagesspiegel; Rote Fahne";War / Peace;International;Solidarity with Palastine;At the call of bds, demokratisches komitee palestina, and judische stimme, around 100 to 200 people, mostly of palestinian descent, gathered at the reichstag in berlin - mitte to protest against prime minister netanyahu from israel who had been visiting the german government for two days. the protesters condemned the israelian treatment of palestinians in the palestine area.;3;100-250
2023-03-16 00:00:00;2023;February-January;16-1;Peaceful;Mitte;Aachener Zeitung;War / Peace;International;Against the Planned Reforms of Prime Minister from Israel;Around 400 to 500 people, many of israeli descent, gathered at brandenburger tor in berlin - mitte to protest against the planned reforms of prime minister netanyahu from israel who had been visiting the german government for two days.;4;250-500
2023-03-15 00:00:00;2023;March;15;Peaceful;Mitte;Berliner Zeitung;Environment;Climate Change;Robin Wood;Robin wood climate activists gathered at the ministry of traffic in berlin - mitte, using an excavator to tear down a canvas with 1.5 degrees written on it, to protest against the climate policy by the government and call for more climate action.;3;100-250
2023-03-14 00:00:00;2023;March;14;Peaceful;Friedrichshain-Kreuzberg;Mitteldeutschen Zeitung;Economy;Labor Rights ;Ver.di / public sector / health workers;At the call of ver.di union, striking public sector employees of several clinics, including health workers, demonstrated at franz-mehring-platz in berlin - friedrichshain-kreuzberg to call for better pay.;3;100-250
2023-03-14 00:00:00;2023;March;14;Peaceful;Mitte;Shz;Economy;Labor Rights ;EVG / better statutory miniimum wage;Evg - railway and transport union members demonstrated at the berlin central station in berlin - mitte to call for better pay, including a better statutory minimum wage.;3;100-250
2023-03-14 00:00:00;2023;March;14;Protest with intervention;Charlottenburg-Wilmersdorf;Berliner Morgenpost;Environment;Climate Change;Last Generation;5 alg activists blocked the a111 highway exit hackerdamm in berlin - charlottenburg-wilmersdorf, gluing themselves to the tarmac, to call for climate action. the activists were removed from the street by the police.;1;0-50
2023-03-11 00:00:00;2023;March;11;Peaceful;Berlin;Bayerischer Rundfunk;Human Rights;International;Women Life Freedom;At the call of 'women, life, freedom', people demonstrated in berlin against the iranian government following the death of mahsa amini. demonstrators denounced recent reports of poison gas attacks at dozens of girls' schools.;3;100-250
2023-03-11 00:00:00;2023;March;11;Peaceful;Tempelhof-Schoneberg;Berliner Zeitung;Environment;Climate Change;Climate New Beginning;Around 200, including members of kn - climate new beginning, demonstrated at nollendorfplatz in berlin - tempelhof-schoneberg to call for climate protection and to call on people to vote in favor of it in the referendum on 26 march 2023, to obtain climate neutrality.;3;100-250
2023-03-08 00:00:00;2023;March;8;Peaceful;Mitte;"Berliner Morgenpost; Der Tagesspiegel";Human Rights;Womens Rights;Ver.di / International Womens Day;At the call of ver.di, around 6,500 (according to police) to 10,000 (according to the organizers) people protested at the invalidenstrasse in berlin - mitte to demand equal rights for women. the protest was part of a series of global protests on international women's day.;8;5,000-10,000
2023-03-08 00:00:00;2023;March;8;Peaceful;Berlin;"Berliner Morgenpost; Der Tagesspiegel";Human Rights;International;Iran / Frau, Leben, Freiheit;Around 1,000 people protested in berlin to show solidarity with women's rights protests in iran following the death of mahsa amini. the protest was part of a series of global protests on international women's day.;6;1,000-2,500
2023-03-08 00:00:00;2023;March;8;Peaceful;Friedrichshain-Kreuzberg;Berliner Zeitung;Human Rights;Womens Rights;Internationl Womens Day;Around 4,000 people protested at the u-bahnhof samariterstrasse in berlin - friedrichshain-kreuzberg to demand equal rights for women. the protest was part of a series of global protests on international women's day.;7;2,500-5,000
2023-03-08 00:00:00;2023;March;8;Protest with intervention;Mitte;Berliner Zeitung;Environment;Climate Change;Last Generation;9 alg activists blocked the danziger strasse in berlin - mitte, with four activists gluing themselves to the tarmac, to call for climate action. the activists were removed from the street by the police.;1;0-50
2023-03-07 00:00:00;2023;March;7;Peaceful;Tempelhof-Schoneberg;Berliner Morgenpost;Economy;Labor Rights ;Ver.di / BSR / higher wages amid Inflation;At the call of ver.di, striking employees of the public sector protested at the main waste management administration (bsr) facility in berlin - tempelhof-schoneberg to demand higher wages amid inflation.;3;100-250
2023-03-07 00:00:00;2023;March;7;Peaceful;Mitte;Schwabische Zeitung;Environment;Transportatiton;Transport/Last Generation;4 alg activists rode a firetruck in front of the federal ministry for traffic, in berlin - mitte, spraying colored water against the building's facade, to call for more climate action and specifically oppose recent policy by the minister to expand highways nationally.;1;0-50
2023-03-05 00:00:00;2023;March;5;Peaceful;Tempelhof-Schoneberg;"Berliner Morgenpost; Berliner Zeitung";Environment;Transportatiton;Transport;Between 300 (according to the police) and 500 (according to demonstrators) people gathered for a bicycle demonstration and protested from sonnenallee in berlin - neukolln, moving through kreuzberg towards sudkreuz station in berlin - tempelhof-schoneberg, against the continued construction of the highway a100 in eastern berlin. at the end of the procession, participants took part in a rally in which several activists abseiled from a bridge onto the highway. demonstrators called for climate protection.;4;250-500
2023-03-04 00:00:00;2023;March;4;Peaceful;Mitte;"Der Tagesspiegel; Hamburger Abendblatt";Environment;Climate Change;Last Generation;6 alg members smeared with wallpaper glue and paint the glass sculpture 'basic law 49' in front of the jakob kaiser house in berlin - mitte to call for climate protection.;1;0-50
2023-03-03 00:00:00;2023;March;3;Peaceful;Mitte;"Suddeutsche Zeitung; Tagesschau";Environment;Climate Change;Ver.di / Fridays for Future / higher wages / climate;At the call of ver.di and fff, around 18,000 striking employees of the public sector, climate activists, and students protested together at the bmwk in berlin - mitte (berlin, berlin) to demand higher wages amid inflation, better public transport, and climate action. the event was part of a day of joint action called by fff and ver.di to demand more climate action on the occasion of a global climate strike and higher wages amid inflation.;9;10,000-50,000
2023-03-01 00:00:00;2023;March;1;Protest with intervention;Mitte;Mitteldeutschen Zeitung;Environment;Climate Change;Last Generation;9 alg activists briefly blocked strasse des 17. juni in berlin - mitte (berlin, berlin), to call for more climate action. the activists were removed from the street by the police.;1;0-50
2023-02-27 00:00:00;2023;February;27;Peaceful;Friedrichshain-Kreuzberg;"Berliner Zeitung; Dresdner Neueste Nachrichten";Environment;Transportatiton;Greenpeace / Transport;Around 10 members of greenpeace demonstrated and occupied the roof of the spd political party headquarters in berlin - friedrichshain-kreuzberg against the expansion of highways and the environmental impact entailed. they hung a banner on the building.;1;0-50
2023-02-26 00:00:00;2023;February;26;Peaceful;Mitte;Berliner Morgenpost;Health;Drug Use;drug free / drug consumption rooms/ Leopoldplatz;At the call of a city councilor and the initiative wiramleo, around 200 people, including residents and business owners, demonstrated at leopoldplatz in wedding in berlin - mitte for safer living conditions. they demanded more police, drug consumption rooms, and drug-free playgrounds.;3;100-250
2023-02-26 00:00:00;2023;February;26;Peaceful;Berlin;Saarbruecker Zeitung;War / Peace;International;Against Armed Deliveries for Ukraine;People gathered in berlin to demonstrate against arms deliveries to ukraine.;3;100-250
2023-02-25 00:00:00;2023;February;25;Peaceful;Berlin;Rote Fahne;War / Peace;International;Against Armed Deliveries for Ukraine;At the call of the mlpd, rebell, and the interalliance, people demonstrated in berlin for peace in ukraine. they were against arms deliveries, imperialism, and also wanted to separate themselves from the other ongoing peace demonstration that they accused of accepting fascists and querdenken affiliates.;3;100-250
2023-02-24 00:00:00;2023;February;24;Peaceful;Mitte;Rheinische Post;War / Peace;International;Solidarity for Ukraine;Around 300 people, including many ukrainian refugees and a student belonging to the russian community, gathered in berlin - mitte (berlin, berlin) to protest against russia's attack on ukraine, one year after the invasion of the latter by the former.;4;250-500
2023-02-24 00:00:00;2023;February;24;Peaceful;Mitte;Der Tagesspiegel;War / Peace;International;Solidarity for Ukraine;At the call of the vitsche berlin association, between 4,000 and 10,000 people, including many ukrainians and members of the ukrainian community, as well as spd, cdu and greens representatives, marched from karl-marx-allee to the brandenburger tor in berlin - mitte (berlin, berlin), to protest against russia's war efforts and show solidarity with ukraine, one year after the invasion of ukraine by russia. participants called for the delivery of weapons to ukraine.;8;5,000-10,000
2023-02-24 00:00:00;2023;February;24;Peaceful;Mitte;Rheinische Post;War / Peace;International;Solidarity for Ukraine;Around 400 lilienthal high school students marched from the rotes rathaus to the reichstag in berlin - mitte (berlin, berlin) to protest in solidarity with ukraine and defend peace, lamenting the victims of conflicts around the world, one year after the invasion of ukraine by russia.;4;250-500
2023-02-24 00:00:00;2023;February;24;Peaceful;Mitte;Rheinische Post;War / Peace;International;Solidarity for Ukraine;At the call of the left, around 70 people, including a berlin council member, a berlin state government senator for integration, labour and social affairs (the left), and a pensioner, gathered in front of the russian embassy in berlin - mitte (berlin, berlin) for a vigil and a minute's silence, to express solidarity with ukraine one year after the invasion of the country by russia. participants denounced the russian president's actions and called on russia to withdraw from ukraine.;2;50-100
2023-02-24 00:00:00;2023;February;24;Peaceful;Mitte;Merkur;War / Peace;Against War;Solidarity for Ukraine;People gathered on the red carpet at the berlinale film festival in berlin - mitte to show solidarity with ukraine and call for an end to the war in ukraine on the one-year anniversary of the russian invasion of ukraine. among the protesters were mariette rissenbeek, carlo chatrian, and actress kristen stewart. they were supported by the federal minister of culture (the greens), claudia roth, and the ukrainian ambassador to germany, oleksii makeiev.;3;100-250
2023-02-24 00:00:00;2023;February;24;Peaceful;Spandau;Rote Fahne;War / Peace;Against War;Solidarity for Ukraine;At the call of mlpd, people gathered in front of a building by company siemens in berlin - spandau, to protest for an end to the war in ukraine, one year after the invasion of ukraine by russia.;3;100-250
2023-02-22 00:00:00;2023;February;22;Peaceful;Mitte;Suddeutsche Zeitung;Human Rights;International;Iran / Frau, Leben, Freiheit;Around 50 people, including human rights activists affiliated with the dawar association and members of the iranian community, gathered in front of the kanzleramt in berlin - mitte (berlin, berlin) to call for the freeing of protest participants in iran, and to express support for the ongoing protest movement in the country following the death of mahsa amini.;2;50-100
2023-02-21 00:00:00;2023;February;21;Peaceful;Mitte;Krone;Environment;Climate Change;Last Generation;Alg activists gathered in front of the kanzleramt in berlin - mitte (berlin, berlin), symbolically cutting a public that was already on the floor, to call for more climate action and reforestation.;3;100-250
2023-02-19 00:00:00;2023;February;19;Peaceful;Neukolln;Berliner Zeitung;Human Rights;Against Racism;Hanau / Call for truth;At the call of migrantifa, around 1,500 people demonstrated at oranienplatz in berlin - neukolln to call for truth on the hanau racist attack that happened on 19 february 2020. they gathered against racism.;6;1,000-2,500
2023-02-19 00:00:00;2023;February;19;Peaceful;Friedrichshain-Kreuzberg;Berliner Zeitung;Human Rights;Against Racism;Commemorate / Hanau;More than 600 people, including muslims, christians, and jewish religious representatives, demonstrated at oranienplatz in berlin - friedrichshain-kreuzberg against racism, anti-semitism, and ideas directed against minorities. they had gathered to commemorate the victims of the 19 february 2020 hanau shootings.;5;500-1000
2023-02-17 00:00:00;2023;February;17;Protest with intervention;Mitte;Norddeutscher Rundfunk;Environment;Climate Change;Last Generation;24 alg activists blocked the street unter den linden in berlin - mitte (berlin, berlin), gluing themselves to the tarmac, to call for more climate action. the participants were removed from the street by the police.;1;0-50
2023-02-16 00:00:00;2023;February;16;Peaceful;Mitte;Berliner Zeitung;Economy;Labor Rights ;Taxi drivers against Uber;Taxi drivers gathered at the red carpet of the berlinale movie event in berlin - mitte (berlin, berlin) to protest against the practices of ride-sharing app uber who sponsored the event.;3;100-250
2023-02-15 00:00:00;2023;February;15;Peaceful;Mitte;Berliner Morgenpost;Environment;Climate Change;Greenpeace / treaty for the high seas;A low double-digit number of activists of greenpeace demonstrated in front of the humboldt-forum in berlin - mitte (berlin, berlin), projecting a slogan onto the building calling for a treaty for the high-seas.;3;100-250
2023-02-15 00:00:00;2023;February;15;Peaceful;Friedrichshain-Kreuzberg;Der Tagesspiegel;Human Rights;Police Violence;ppolice violence / kottbuser tor;Around 200 people, some of which affiliated with the left such as politician ferat kocak, protested in front of the newly opened police station at kottbusser tor in berlin - friedrichshain-kreuzberg (berlin, berlin) against its construction and to demand more checks on police violence.;3;100-250
2023-02-15 00:00:00;2023;February;15;Protest with intervention;Mitte;Der Tagesspiegel;Environment;Climate Change;Last Generation;12 alg activists blocked the muhlendammbrucke bridge in berlin - mitte (berlin, berlin), gluing themselves to the tarmac, and spilling concrete over it to call for more climate action. the participants were removed from the street by the police.;1;0-50
2023-02-14 00:00:00;2023;February;14;Peaceful;Berlin;"Der Tagesspiegel; Mitteldeutschen Zeitung";Human Rights;Womens Rights;One Billiono Rising / Against Violence on Women and Girls;Around 2,500 people, including the federal minister for women (the greens) and women, demonstrated in berlin against violence against women and girls. they gathered for a dance and called the event 'one billion rising'.;7;2,500-5,000
2023-02-10 00:00:00;2023;February;10;Peaceful;Mitte;APABIZ;War / Peace;International;Against Armed Deliveries for Ukraine;At the call of ja, around 60 people gathered in front the brandenburger tor in berlin - mitte (berlin, berlin) to protest against deliveries of tanks to ukraine. the national chairman of the ja hannes gnauck was present.;2;50-100
2023-02-10 00:00:00;2023;February;10;Peaceful;Mitte;"Berliner Morgenpost; Markische Allgemeine";Environment;Climate Change;Last Generation;Around 1,000 activists affiliated with fff, bund, alg, and extinction rebellion protested in berlin - mitte (berlin, berlin), to demand climate action. the protests took place ahead of the upcoming re-election of the senate in berlin.;6;1,000-2,500
2023-02-10 00:00:00;2023;February;10;Protest with intervention;Mitte;Suddeutsche Zeitung;Environment;Climate Change;Last Generation;Three alg activists blocked the invalidenstrasse in berlin - mitte (berlin, berlin), gluing themselves to the tarmac, to call for more climate action. the participants were removed from the street by the police.;1;0-50
2023-02-09 00:00:00;2023;February;9;Peaceful;Mitte;Berliner Morgenpost;Economy;Labor Rights ;Ver.di / higher wages amid Inflation;Hundreds of employees protested at the call of ver.di at the abgeordnetenhaus in berlin - mitte (berlin, berlin), to demand higher wages amid inflation.;5;500-1000
2023-02-08 00:00:00;2023;February;8;Peaceful;Mitte;Presseportal;Economy;Labor Rights ;Health sector / higher wages;Protesters working in the medical sector, including dental and medical assistants, protested at brandenburger tor in berlin - mitte (berlin, berlin), to demand higher salaries and better working conditions.;3;100-250
2023-02-07 00:00:00;2023;February;7;Peaceful;Mitte;Der Tagesspiegel;Economy;Education;GEW / Educational Sector / Binding the Class Size;At the call of gewerkschaft erziehung und wissenschaft (gew), around 4,000 employees of the educational sector protested in front of the rotes rathaus in berlin - mitte (berlin, berlin), to demand smaller amounts of students per classroom and better working conditions.;7;2,500-5,000
2023-02-06 00:00:00;2023;February;6;Peaceful;Mitte;"Der Tagesspiegel; Die Tageszeitung";Economy;Labor Rights ;Ver.di / highes wages;At the call of ver.di, around 2,000 (according to organizers) people, mostly postal workers, demonstrated in front of ver.di's headquarters in berlin - mitte to call for better pay amid inflation.;6;1,000-2,500
2023-02-06 00:00:00;2023;February;6;Peaceful;Charlottenburg-Wilmersdorf;Der Tagesspiegel;Environment;Climate Change;Last Generation;Members of alg demonstrated in berlin - charlottenburg-wilmersdorf to call for climate protection.;3;100-250
2023-02-05 00:00:00;2023;February;5;Peaceful;Mitte;Der Tagesspiegel;Environment;Transportatiton;Changing cities / Transport;At the call of cc - changing cities, around 180 cyclists demonstrated across berlin, before reaching brandenburg gate in berlin - mitte, for a shift in traffic and transport policies. they called for more and better bicycle paths.;3;100-250
2023-02-04 00:00:00;2023;February;4;Peaceful;Friedrichshain-Kreuzberg;"Der Tagesspiegel; Mitteldeutschen Zeitung";Local;Housing;against real estate speculation;At the call of dwce - expropriate german housing and supporters, around 300 people demonstrated in berlin - friedrichshain-kreuzberg against real estate speculation, high rents, and housing policy in general. they called for the implementation of a referendum, through which a majority of berlin residents had spoken out in favor of the socialization of large housing corporations in the fall of 2021.;4;250-500
2023-02-03 00:00:00;2023;February;3;Peaceful;Neukolln;Der Tagesspiegel;Environment;Climate Change;Fridays for Future / highway;Around 40 people affiliated with several environmental associations, including fff and the a100 citizens' initiative, gathered on the hatun surucu bridge in berlin - neukolln (berlin, berlin) to protest against the nationwide expansion of the highway network, and notably the a100 highway, and demand climate action.;1;0-50
2023-01-31 00:00:00;2023;January;31;Peaceful;Pankow;Indymedia (Germany);War / Peace;International;Solidarity for Ukraine;People protested in berlin - pankow (berlin, berlin) to support the delivery of weapons to the ukrainian army. the protesters dressed up as soldiers and pretended to look for conscripts, thereby aiming to draw attention to what they perceived as hypocrisy by those that called for support without fighting themselves.;3;100-250
2023-01-21 00:00:00;2023;January;21;Peaceful;Mitte;"Bayerischer Rundfunk; Der Tagesspiegel";Environment;Agriculture;We are fed up / protection of biodiversity;Between 7,000 (according to the police) and 10,000 (according to organizers) people, including farmers, and members of the initiative 'we're fed up', demonstrated in berlin - mitte around the brandenburg gate for fair, organic, environmentally friendly agriculture. they were against factory farming and called for the protection of biodiversity. the initiative, which also involved church-based aid organizations, organized the event on the occasion of the green week agricultural fair.;8;5,000-10,000
2023-01-21 00:00:00;2023;January;21;Peaceful;Mitte;Braunschweiger Zeitungsverlag;War / Peace;International;Solidarity for Ukraine;Around 21 january 2023 (as reported), hundreds of people demonstrated in front of the german chancellery in berlin - mitte to call on the german government to deliver tanks to ukraine.;5;500-1000
2023-01-20 00:00:00;2023;January;20;Peaceful;Berlin;Rheinische Post;Environment;Agriculture;demanding fair prices / preservation of farms / support for poor people;Farmers protested in berlin, demanding fair prices for the consumers, the preservation of farms, and more support for poor people in the country.;3;100-250
2023-01-20 00:00:00;2023;January;20;Peaceful;Mitte;Berliner Zeitung;War / Peace;International;Solidarity for Ukraine;About 300 people, including ukrainian citizens, gathered in front of the chancellery in berlin - mitte to voice their dissatisfaction with the chancellor's stalling of delivering 'leopard' tanks to ukraine. the protesters urged exporting these tanks to save more ukrainian lives.;4;250-500
2023-01-16 00:00:00;2023;January;16;Protest with intervention;Berlin;Ende Gelaende;Environment;Climate Change;Ende Gelände / Mining;Activists of the ende gelaende blocked the entrance of a building, where an international summit on energy was being held, in berlin, calling for the declaration of a climate emergency and protesting against the expansion of coal mining in lutzerath. law enforcers later removed them.;3;100-250
2023-01-15 00:00:00;2023;January;15;Peaceful;Berlin;Die Tageszeitung;War / Peace;International;Against Armed Deliveries for Ukraine;People, including far-left activists, gathered for a rally in berlin, commemorating the deaths of rosa luxemburg and karl liebknecht and chanting various slogans, related to various topics from the poor current economic situation to demanding peace in ukraine (including through ban on arms supplies to kyiv].;3;100-250
2023-01-14 00:00:00;2023;January;14;Peaceful;Neukolln;Mitteldeutschen Zeitung;Environment;Climate Change;Mining;Several hundred environmental activists gathered for a rally in berlin - neukolln, protesting against coal-based energy production, the proposed demolition of lutzerath and demanding climate action.;4;250-500
2023-01-14 00:00:00;2023;January;14;Protest with intervention;Mitte;Der Tagesspiegel;Environment;Climate Change;Mining;About a dozen environmental activists gathered in berlin - mitte, near the local representation of nordrhein-westfalen, and demonstratively removed a letter from their slogan on the building. they were protesting against coal-based energy production, the proposed demolition of lutzerath and demanding climate action. law enforcers later briefly detained two of them.;1;0-50
2023-01-14 00:00:00;2023;January;14;Peaceful;Charlottenburg-Wilmersdorf;Hessische Niedersachsische Allgemeine;Health;Disability;physical disability / mental health;About 70 people gathered for a march in berlin - charlottenburg-wilmersdorf, demanding higher tolerance and support for people with physical disabilities or mental health problems.;2;50-100
2023-01-13 00:00:00;2023;January;13;Violent;Mitte;Merkur;Environment;Climate Change;Mining;Two hundred masked demonstrators marched through berlin - mitte, vandalizing local shops, smashing and pouring colors on windows, and writing graffiti supporting the residents of lutzerath. such action is a demonstration against the eviction of the lutzerath residents due to the state's lignite mining project.;3;100-250
2023-01-13 00:00:00;2023;January;13;Protest with intervention;Charlottenburg-Wilmersdorf;Morgen Post;Environment;Climate Change;Last Generation;Alg activists protested against climate change in berlin - charlottenburg-wilmersdorf, blocking the roads with their bodies and vehicles. police intervened and removed several activists from the main road.;3;100-250
2023-01-10 00:00:00;2023;January;10;Peaceful;Friedrichshain-Kreuzberg;Mitteldeutschen Zeitung;Environment;Climate Change;Mining;About 450 activists gathered in berlin - friedrichshain-kreuzberg, protesting against planned police action against the evictions in lutzerath, planned for the construction of a mine.;4;250-500
2023-01-10 00:00:00;2023;January;10;Protest with intervention;Charlottenburg-Wilmersdorf;Suddeutsche Zeitung;Environment;Climate Change;Last Generation / Mining;Several activists affiliated with the last generation movement blocked a highway in berlin - charlottenburg-wilmersdorf by sitting on it, demanding immediate climate action and declaring solidarity with activists protesting in lutzerath. law enforcers removed them from the spot.;1;0-50
2023-01-09 00:00:00;2023;January;9;Peaceful;Pankow;Berliner Zeitung;Environment;Climate Change;Last Generation / Mining;Activists of the last generation blocked berlin strasse in berlin - pankow, demanding immediate climate action and declaring support to their peers in lutzerath. at some point, a bystander dragged away one protester to free a portion of the road.;3;100-250
2023-01-08 00:00:00;2023;January;8;Peaceful;Neukolln;Indymedia (Germany);Human Rights;International;ssolidarity with italian / greece/ anarchy;About 50 anarchist activists gathered for a rally in berlin - neukolln, declaring their solidarity with protesters in italy and greece.;2;50-100
2023-01-04 00:00:00;2023;January;4;Peaceful;Mitte;"Markische Allgemeine; Paint It Red";Environment;Climate Change;Fridays for Future / Mining;At the call of fridays for future, almost 200 climate activists demonstrated in berlin - mitte against the open-pit lignite mine in lutzerath and the planned demolition of the village.;3;100-250
2023-01-04 00:00:00;2023;January;4;Protest with intervention;Mitte;Berliner Morgenpost;Environment;Climate Change;Last Generation / Transport;Three alg members demonstrated outside the federal ministry of transport in berlin - mitte and attempted to damage the street with jackhammers. demonstrators denounced freshly paved and consolidated roads, which they claimed would lead to the intensification of climate change. police officers intervened before the activists could connect the jackhammers to power sources, removing the demonstrators and preventing any form of damage.;1;0-50
2022-12-31 00:00:00;2022;December;31;Peaceful;Mitte;Indymedia (Germany);Human Rights;Solidarity for Prisoners;political prisoners;Around 300 individuals joined a demonstration outside the prison moabit in berlin - mitte to demand the release of political prisoners and to show support and solidarity with those incarcerated.;4;250-500
2022-12-22 00:00:00;2022;December;22;Protest with intervention;Tempelhof-Schoneberg;"Berliner Zeitung; Der Tagesspiegel";Environment;Climate Change;Last Generation / Transport;4 alg activists demonstrated and blocked traffic in berlin - tempelhof-schoneberg (hauptstrasse exit) around the highway a100 to call for climate protection. police officers intervened to unblock the road.;1;0-50
2022-12-20 00:00:00;2022;December;20;Protest with intervention;Charlottenburg-Wilmersdorf;"Berliner Morgenpost; Berliner Zeitung";Environment;Energy;Last Generation / fossil fuels/ Transport;8 members of alg demonstrated and blocked traffic at the intersection seestrasse, corner beusselstrasse near the a100 in berlin - charlottenburg-wilmersdorf to call for climate protection, a 100km/h speed limit, a 9-euro public transportation ticket for all, and an end to fossil fuel energies. police officers intervened to remove the demonstrators who glued themselves to the road.;1;0-50
2022-12-18 00:00:00;2022;December;18;Violent;Steglitz-Zehlendorf;"Berliner Zeitung; Der Tagesspiegel";Local;Traffic Accident;Transport / commemorate death of traffic accident / 15 year old;Around 90 people, including adfc, representative of the interests of pedestrians in germany (fuss), and changing cities, demonstrated in berlin - steglitz-zehlendorf (lankwitz) at a bus stop in leonorenstrasse to denounce the death of a 15-year-old girl who died in a serious traffic accident on 10 december 2022. they denounced that the traffic was too dangerous in the area and called for a 30km/h speed limit. a passerby shouted at the participants and was pushed by demonstrators and fell to the ground. an emergency doctor provided the man with medical care.;2;50-100
2022-12-17 00:00:00;2022;December;17;Peaceful;Mitte;Rote Fahne;Economy;International;Finance / Korea / IGM / MLPD;Members of mlpd, rebell, si, igm and the south korean community demonstrated in front of the south korean embassy in berlin - mitte to support south koreans demanding freedom on the same day that trade unions in south korea called for nationwide protests against the country's government. they were also against imperialism.;3;100-250
2022-12-17 00:00:00;2022;December;17;Peaceful;Mitte;"Berliner Zeitung; Der Tagesspiegel";Human Rights;International;Iran / Frau, Leben, Freiheit;Around 300 people, at the call of echo.iran, demonstrated in berlin - mitte from pariser platz via friedrichstrasse to the brandenburg gate against ongoing executions in iran. demonstrators wanted to show solidarity with the iranian protesters following the death of a 22-year-old kurdish-iranian woman in police custody on 16 september 2022.;4;250-500
2022-12-17 00:00:00;2022;December;17;Protest with intervention;Mitte;Dresdner Neueste Nachrichten;Environment;Climate Change;Last Generation;During the afternoon, around 30 members of alg demonstrated and blocked traffic at potsdamer platz in berlin - mitte to call for climate protection and denounce the detention of members of alg in bavaria. police forces tried to remove the 5 blockers from the roadway.;1;0-50
2022-12-16 00:00:00;2022;December;16;Peaceful;Mitte;Der Tagesspiegel;Economy;Labor Rights ;Ver.di / higher wages amid Inflation;Around 100 people, mostly employees of ikea and thalia, at the call of ver.di, demonstrated in berlin - mitte (wedding) at leopoldplatz to show solidarity with the employees of the threatened karstadt department stores. demonstrators called for a collective agreement that ensures participation in the group's digitization strategy at ikea, and, at thalia, for the introduction of collective bargaining.;3;100-250
2022-12-16 00:00:00;2022;December;16;Peaceful;Charlottenburg-Wilmersdorf;Dresdner Neueste Nachrichten;Environment;Climate Change;Last Generation;Members of alg demonstrated and blocked traffic at the intersection of spandauer damm/konigin-elisabeth-strasse in berlin - charlottenburg-wilmersdorf to call for climate protection.;3;100-250
2022-12-15 00:00:00;2022;December;15;Protest with intervention;Mitte;Rhein-Zeitung;Environment;Climate Change;Last Generation;9 members of alg blocked traffic around the reichstag building (at paul loebe house and marie elisabeth luders house) in berlin - mitte to bring the issue of climate protection to the attention of the members of parliament. police officers detached the peaceful demonstrators from the street and took them away.;1;0-50
2022-12-14 00:00:00;2022;December;14;Peaceful;Berlin;Sachsische Zeitung;Economy;Labor Rights ;IGM / jobcuts;Employees of the rail vehicle manufacturer alstom (from bautzen and gorlitz), at the call of igm, including an elected official (the left), protested in berlin against the management's plan to cut jobs.;3;100-250
2022-12-14 00:00:00;2022;December;14;Peaceful;Berlin;Berliner Morgenpost;Environment;Climate Change;Last Generation / Transport;Around 20 members of alg blocked traffic and demonstrated in berlin to call for climate protection, a 100km/h speed limit on highways, and a 9-euro public transport ticket for all.;1;0-50
2022-12-13 00:00:00;2022;December;13;Peaceful;Friedrichshain-Kreuzberg;Oe24.At;Environment;Climate Change;Last Generation;Around 150 people, including leftists, demonstrated at kottbusser tor in berlin - friedrichshain-kreuzberg to show solidarity with members of alg after police searches were conducted against some of their members throughout the country. demonstrators were against police violence and called for justice.;3;100-250
2022-12-12 00:00:00;2022;December;12;Peaceful;Mitte;Mitteldeutschen Zeitung;Environment;Against Environment ;The first Generation / against Last Generation /;16 people gathered for a counter-demonstration from the corner of bremerstrasse and birkenstrasse in berlin - mitte (moabit) against the alg movement. on placards, they called themselves 'the first generation' and the 'last de-generation'.;1;0-50
2022-12-12 00:00:00;2022;December;12;Peaceful;Berlin;Mitteldeutschen Zeitung;Environment;Climate Change;Last Generation / Transport;During the morning, members of alg demonstrated and blocked highway access roads (a115) in berlin to call for climate protection and a 9-euro public transportation ticket for all. they demanded the end of fossil fuel energies and the implementation of a 100km/h speed limit on highways.;3;100-250
2022-12-12 00:00:00;2022;December;12;Protest with intervention;Tempelhof-Schoneberg;Mitteldeutschen Zeitung;Environment;Climate Change;Last Generation / Transport;During the afternoon, around 44 members of alg demonstrated, while 3 of them blocked traffic, at innsbrucker platz in berlin - tempelhof-schoneberg to call for climate protection, a 9-euro public transport ticket, and a 100km/h speed limit on highways. they also demanded the end of fossil fuel energies. 2 people were arrested.;1;0-50
