event_date;year;month;day;weekday;mood;district;source;category;class;title;predicted label;score;score;grund truth;description;notes;crowd_size_class;crowd_size;with_vehicles
2023-02-24 00:00:00;2023;2;24;Fri;Peaceful protest;Berlin - Mitte;Der Tagesspiegel;War / Peace;International;Solidarity for Ukraine;Solidarity;;;;at the call of the Vitsche Berlin association, between 4,000 and 10,000 people, including many Ukrainians and members of the Ukrainian community, as well as SPD, CDU and Greens representatives, marched from Karl-Marx-Allee to the Brandenburger Tor in Berlin - Mitte (Berlin, Berlin), to protest against Russia's war efforts and show solidarity with Ukraine, one year after the invasion of Ukraine by Russia. Participants called for the delivery of weapons to Ukraine.;On 24 February 2023, at the call of the Vitsche Berlin association, between 4,000 and 10,000 people, including many Ukrainians and members of the Ukrainian community, as well as SPD, CDU and Greens representatives, marched from Karl-Marx-Allee to the Brandenburger Tor in Berlin - Mitte (Berlin, Berlin), to protest against Russia's war efforts and show solidarity with Ukraine, one year after the invasion of Ukraine by Russia. Participants called for the delivery of weapons to Ukraine.;8;7.000;
2023-02-24 00:00:00;2023;2;24;Fri;Peaceful protest;Berlin - Mitte;Rheinische Post;War / Peace;International;Solidarity for Ukraine;Solidarity;;;;around 400 Lilienthal High School students marched from the Rotes Rathaus to the Reichstag in Berlin - Mitte (Berlin, Berlin) to protest in solidarity with Ukraine and defend peace, lamenting the victims of conflicts around the world, one year after the invasion of Ukraine by Russia.;On 24 February 2023, around 400 Lilienthal High School students marched from the Rotes Rathaus to the Reichstag in Berlin - Mitte (Berlin, Berlin) to protest in solidarity with Ukraine and defend peace, lamenting the victims of conflicts around the world, one year after the invasion of Ukraine by Russia.;4;400;
2023-02-24 00:00:00;2023;2;24;Fri;Peaceful protest;Berlin - Mitte;Rheinische Post;War / Peace;International;Solidarity for Ukraine;Solidarity;;;;at the call of The Left, around 70 people, including a Berlin Council member, a Berlin State Government Senator for Integration, Labour and Social Affairs (The Left), and a pensioner, gathered in front of the Russian Embassy in Berlin - Mitte (Berlin, Berlin) for a vigil and a minute's silence, to express solidarity with Ukraine one year after the invasion of the country by Russia. Participants denounced the Russian President's actions and called on Russia to withdraw from Ukraine.;On 24 February 2023, at the call of The Left, around 70 people, including a Berlin Council member, a Berlin State Government Senator for Integration, Labour and Social Affairs (The Left), and a pensioner, gathered in front of the Russian Embassy in Berlin - Mitte (Berlin, Berlin) for a vigil and a minute's silence, to express solidarity with Ukraine one year after the invasion of the country by Russia. Participants denounced the Russian President's actions and called on Russia to withdraw from Ukraine.;2;70;
2023-02-24 00:00:00;2023;2;24;Fri;Peaceful protest;Berlin - Mitte;Merkur;War / Peace;International;Solidarity for Ukraine;Solidarity;;;;people gathered on the red carpet at the Berlinale film festival in Berlin - Mitte to show solidarity with Ukraine and call for an end to the war in Ukraine on the one-year anniversary of the Russian invasion of Ukraine. Among the protesters were Mariette Rissenbeek, Carlo Chatrian, and actress Kristen Stewart. They were supported by the Federal Minister of Culture (The Greens), Claudia Roth, and the Ukrainian Ambassador to Germany, Oleksii Makeiev.;On 24 February 2023, people gathered on the red carpet at the Berlinale film festival in Berlin - Mitte to show solidarity with Ukraine and call for an end to the war in Ukraine on the one-year anniversary of the Russian invasion of Ukraine. Among the protesters were Mariette Rissenbeek, Carlo Chatrian, and actress Kristen Stewart. They were supported by the Federal Minister of Culture (The Greens), Claudia Roth, and the Ukrainian Ambassador to Germany, Oleksii Makeiev.;3;200;
2023-02-24 00:00:00;2023;2;24;Fri;Peaceful protest;Berlin - Spandau;Rote Fahne;War / Peace;International;Solidarity for Ukraine;Conflict;;;;at the call of MLPD, people gathered in front of a building by company Siemens in Berlin - Spandau, to protest for an end to the war in Ukraine, one year after the invasion of Ukraine by Russia.;On 24 February 2023, at the call of MLPD, people gathered in front of a building by company Siemens in Berlin - Spandau, to protest for an end to the war in Ukraine, one year after the invasion of Ukraine by Russia.;3;200;
2023-02-22 00:00:00;2023;2;22;Wed;Peaceful protest;Berlin - Mitte;Suddeutsche Zeitung;Human Rights;International;Iran / Frau, Leben, Freiheit;Rights;;;;around 50 people, including human rights activists affiliated with the Dawar association and members of the Iranian community, gathered in front of the Kanzleramt in Berlin - Mitte (Berlin, Berlin) to call for the freeing of protest participants in Iran, and to express support for the ongoing protest movement in the country following the death of Mahsa Amini.;On 22 February 2023, around 50 people, including human rights activists affiliated with the Dawar association and members of the Iranian community, gathered in front of the Kanzleramt in Berlin - Mitte (Berlin, Berlin) to call for the freeing of protest participants in Iran, and to express support for the ongoing protest movement in the country following the death of Mahsa Amini.;2;50;
2023-02-21 00:00:00;2023;2;21;Tue;Peaceful protest;Berlin - Mitte;Krone;Environment;Anthropocene;Last Generation;Climate;;;;ALG activists gathered in front of the Kanzleramt in Berlin - Mitte (Berlin, Berlin), symbolically cutting a public that was already on the floor, to call for more climate action and reforestation.;On 21 February 2023, ALG activists gathered in front of the Kanzleramt in Berlin - Mitte (Berlin, Berlin), symbolically cutting a public that was already on the floor, to call for more climate action and reforestation.;3;200;
2023-02-19 00:00:00;2023;2;19;Sun;Peaceful protest;Berlin - Neukolln;Berliner Zeitung;Human Rights;Against Racism;Hanau / Call for truth;Against Racism;;;;at the call of Migrantifa, around 1,500 people demonstrated at Oranienplatz in Berlin - Neukolln to call for truth on the Hanau racist attack that happened on 19 February 2020. They gathered against racism.;On 19 February 2023, at the call of Migrantifa, around 1,500 people demonstrated at Oranienplatz in Berlin - Neukolln to call for truth on the Hanau racist attack that happened on 19 February 2020. They gathered against racism.;6;1.500;
2023-02-19 00:00:00;2023;2;19;Sun;Peaceful protest;Berlin - Friedrichshain-Kreuzberg;Berliner Zeitung;Human Rights;Against Racism;Commemorate / Hanau;Against Racism;;;;more than 600 people, including Muslims, Christians, and Jewish religious representatives, demonstrated at Oranienplatz in Berlin - Friedrichshain-Kreuzberg against racism, anti-Semitism, and ideas directed against minorities. They had gathered to commemorate the victims of the 19 February 2020 Hanau shootings.;On 19 February 2023, more than 600 people, including Muslims, Christians, and Jewish religious representatives, demonstrated at Oranienplatz in Berlin - Friedrichshain-Kreuzberg against racism, anti-Semitism, and ideas directed against minorities. They had gathered to commemorate the victims of the 19 February 2020 Hanau shootings.;5;600;
2023-02-17 00:00:00;2023;2;17;Fri;Protest with intervention;Berlin - Mitte;Norddeutscher Rundfunk;Environment;Anthropocene;Last Generation;Climate;;;;24 ALG activists blocked the street Unter den Linden in Berlin - Mitte (Berlin, Berlin), gluing themselves to the tarmac, to call for more climate action. The participants were removed from the street by the police.;On 17 February 2023, 24 ALG activists blocked the street Unter den Linden in Berlin - Mitte (Berlin, Berlin), gluing themselves to the tarmac, to call for more climate action. The participants were removed from the street by the police.;1;24;
2023-02-16 00:00:00;2023;2;16;Thu;Peaceful protest;Berlin - Mitte;Berliner Zeitung;Economy;Labor Rights ;Taxi drivers against Uber;Conflict;;;;taxi drivers gathered at the red carpet of the Berlinale movie event in Berlin - Mitte (Berlin, Berlin) to protest against the practices of ride-sharing app Uber who sponsored the event.;On 16 February 2023, taxi drivers gathered at the red carpet of the Berlinale movie event in Berlin - Mitte (Berlin, Berlin) to protest against the practices of ride-sharing app Uber who sponsored the event.;3;200;
2023-02-15 00:00:00;2023;2;15;Wed;Peaceful protest;Berlin - Mitte;Berliner Morgenpost;Environment;Anthropocene;Greenpeace / treaty for the high seas;Conflict;;;;a low double-digit number of activists of Greenpeace demonstrated in front of the Humboldt-Forum in Berlin - Mitte (Berlin, Berlin), projecting a slogan onto the building calling for a treaty for the high-seas.;On 15 February 2023, a low double-digit number of activists of Greenpeace demonstrated in front of the Humboldt-Forum in Berlin - Mitte (Berlin, Berlin), projecting a slogan onto the building calling for a treaty for the high-seas.;3;150;
2023-02-15 00:00:00;2023;2;15;Wed;Peaceful protest;Berlin - Friedrichshain-Kreuzberg;Der Tagesspiegel;Human Rights;Prison/Police;ppolice violence / kottbuser tor ;Conflict;;;;around 200 people, some of which affiliated with The Left such as politician Ferat Kocak, protested in front of the newly opened police station at Kottbusser Tor in Berlin - Friedrichshain-Kreuzberg (Berlin, Berlin) against its construction and to demand more checks on police violence.;On 15 February 2023, around 200 people, some of which affiliated with The Left such as politician Ferat Kocak, protested in front of the newly opened police station at Kottbusser Tor in Berlin - Friedrichshain-Kreuzberg (Berlin, Berlin) against its construction and to demand more checks on police violence.;3;200;
2023-02-15 00:00:00;2023;2;15;Wed;Protest with intervention;Berlin - Mitte;Der Tagesspiegel;Environment;Anthropocene;Last Generation;Climate;;;;12 ALG activists blocked the Muhlendammbrucke bridge in Berlin - Mitte (Berlin, Berlin), gluing themselves to the tarmac, and spilling concrete over it to call for more climate action. The participants were removed from the street by the police.;On 15 February 2023, 12 ALG activists blocked the Muhlendammbrucke bridge in Berlin - Mitte (Berlin, Berlin), gluing themselves to the tarmac, and spilling concrete over it to call for more climate action. The participants were removed from the street by the police.;1;12;
2023-02-14 00:00:00;2023;2;14;Tue;Peaceful protest;Berlin;"Der Tagesspiegel; Mitteldeutschen Zeitung";Human Rights;Womens Rights;One Billiono Rising / Against Violence on Women and Girls;Women Rights;;;;around 2,500 people, including the Federal Minister for Women (The Greens) and women, demonstrated in Berlin against violence against women and girls. They gathered for a dance and called the event 'One Billion Rising'.;On 14 February 2023, around 2,500 people, including the Federal Minister for Women (The Greens) and women, demonstrated in Berlin against violence against women and girls. They gathered for a dance and called the event 'One Billion Rising'.;7;2.500;
2023-02-10 00:00:00;2023;2;10;Fri;Peaceful protest;Berlin - Mitte;APABIZ;War / Peace;International;Against Armed Deliveries for Ukraine;Conflict;;;;at the call of JA, around 60 people gathered in front the Brandenburger Tor in Berlin - Mitte (Berlin, Berlin) to protest against deliveries of tanks to Ukraine. The national chairman of the JA Hannes Gnauck was present.;On 10 February 2023, at the call of JA, around 60 people gathered in front the Brandenburger Tor in Berlin - Mitte (Berlin, Berlin) to protest against deliveries of tanks to Ukraine. The national chairman of the JA Hannes Gnauck was present.;2;60;
2023-02-10 00:00:00;2023;2;10;Fri;Peaceful protest;Berlin - Mitte;"Berliner Morgenpost; Markische Allgemeine";Environment;Anthropocene;Last Generation;Climate;;;;around 1,000 activists affiliated with FFF, BUND, ALG, and Extinction Rebellion protested in Berlin - Mitte (Berlin, Berlin), to demand climate action. The protests took place ahead of the upcoming re-election of the senate in Berlin.;On 10 February 2023, around 1,000 activists affiliated with FFF, BUND, ALG, and Extinction Rebellion protested in Berlin - Mitte (Berlin, Berlin), to demand climate action. The protests took place ahead of the upcoming re-election of the senate in Berlin.;6;1.000;
2023-02-10 00:00:00;2023;2;10;Fri;Protest with intervention;Berlin - Mitte;Suddeutsche Zeitung;Environment;Anthropocene;Last Generation;Climate;;;;three ALG activists blocked the Invalidenstrasse in Berlin - Mitte (Berlin, Berlin), gluing themselves to the tarmac, to call for more climate action. The participants were removed from the street by the police.;On 10 February 2023, three ALG activists blocked the Invalidenstrasse in Berlin - Mitte (Berlin, Berlin), gluing themselves to the tarmac, to call for more climate action. The participants were removed from the street by the police.;1;3;
2023-02-09 00:00:00;2023;2;9;Thu;Peaceful protest;Berlin - Mitte;Berliner Morgenpost;Economy;Labor Rights ;Ver.di / higher wages amid Inflation;Conflict;;;;hundreds of employees protested at the call of Ver.di at the Abgeordnetenhaus in Berlin - Mitte (Berlin, Berlin), to demand higher wages amid inflation.;On 9 February 2023, hundreds of employees protested at the call of Ver.di at the Abgeordnetenhaus in Berlin - Mitte (Berlin, Berlin), to demand higher wages amid inflation.;5;600;
2023-02-08 00:00:00;2023;2;8;Wed;Peaceful protest;Berlin - Mitte;Presseportal;Economy;Labor Rights ;Health sector / higher wages;Medical;;;;protesters working in the medical sector, including dental and medical assistants, protested at Brandenburger Tor in Berlin - Mitte (Berlin, Berlin), to demand higher salaries and better working conditions.;On 8 February 2023, protesters working in the medical sector, including dental and medical assistants, protested at Brandenburger Tor in Berlin - Mitte (Berlin, Berlin), to demand higher salaries and better working conditions.;3;200;
2023-02-07 00:00:00;2023;2;7;Tue;Peaceful protest;Berlin - Mitte;Der Tagesspiegel;Economy;Education;GEW / Educational Sector / Binding the Class Size;Education;;;;at the call of Gewerkschaft Erziehung und Wissenschaft (GEW), around 4,000 employees of the educational sector protested in front of the Rotes Rathaus in Berlin - Mitte (Berlin, Berlin), to demand smaller amounts of students per classroom and better working conditions.;On 7 February 2023, at the call of Gewerkschaft Erziehung und Wissenschaft (GEW), around 4,000 employees of the educational sector protested in front of the Rotes Rathaus in Berlin - Mitte (Berlin, Berlin), to demand smaller amounts of students per classroom and better working conditions.;7;4.000;
2023-02-06 00:00:00;2023;2;6;Mon;Peaceful protest;Berlin - Mitte;"Der Tagesspiegel; Die Tageszeitung";Economy;Labor Rights ;Ver.di / highes wages;Solidarity;;;;at the call of Ver.di, around 2,000 (according to organizers) people, mostly postal workers, demonstrated in front of Ver.di's headquarters in Berlin - Mitte to call for better pay amid inflation.;On 6 February 2023, at the call of Ver.di, around 2,000 (according to organizers) people, mostly postal workers, demonstrated in front of Ver.di's headquarters in Berlin - Mitte to call for better pay amid inflation.;6;2.000;
2023-02-06 00:00:00;2023;2;6;Mon;Peaceful protest;Berlin - Charlottenburg-Wilmersdorf;Der Tagesspiegel;Environment;Anthropocene;Last Generation;Climate;;;;members of ALG demonstrated in Berlin - Charlottenburg-Wilmersdorf to call for climate protection.;On 6 February 2023, members of ALG demonstrated in Berlin - Charlottenburg-Wilmersdorf to call for climate protection.;3;200;
2023-02-05 00:00:00;2023;2;5;Sun;Peaceful protest;Berlin - Mitte;Der Tagesspiegel;Environment;Transport;Changing cities / Transport;Climate;;;;at the call of CC - Changing Cities, around 180 cyclists demonstrated across Berlin, before reaching Brandenburg Gate in Berlin - Mitte, for a shift in traffic and transport policies. They called for more and better bicycle paths.;On 5 February 2023, at the call of CC - Changing Cities, around 180 cyclists demonstrated across Berlin, before reaching Brandenburg Gate in Berlin - Mitte, for a shift in traffic and transport policies. They called for more and better bicycle paths.;3;180;cycles
2023-02-04 00:00:00;2023;2;4;Sat;Peaceful protest;Berlin - Friedrichshain-Kreuzberg;"Der Tagesspiegel; Mitteldeutschen Zeitung";Local;Housing;against real estate speculation;Housing;;;;at the call of DWCE - Expropriate German Housing and supporters, around 300 people demonstrated in Berlin - Friedrichshain-Kreuzberg against real estate speculation, high rents, and housing policy in general. They called for the implementation of a referendum, through which a majority of Berlin residents had spoken out in favor of the socialization of large housing corporations in the fall of 2021.;On 4 February 2023, at the call of DWCE - Expropriate German Housing and supporters, around 300 people demonstrated in Berlin - Friedrichshain-Kreuzberg against real estate speculation, high rents, and housing policy in general. They called for the implementation of a referendum, through which a majority of Berlin residents had spoken out in favor of the socialization of large housing corporations in the fall of 2021.;4;300;
2023-02-03 00:00:00;2023;2;3;Fri;Peaceful protest;Berlin - Neukolln;Der Tagesspiegel;Environment;Anthropocene;Fridays for Future / highway;Climate;;;;around 40 people affiliated with several environmental associations, including FFF and the A100 citizens' initiative, gathered on the Hatun Surucu Bridge in Berlin - Neukolln (Berlin, Berlin) to protest against the nationwide expansion of the highway network, and notably the A100 highway, and demand climate action.;On 3 February 2023, around 40 people affiliated with several environmental associations, including FFF and the A100 citizens' initiative, gathered on the Hatun Surucu Bridge in Berlin - Neukolln (Berlin, Berlin) to protest against the nationwide expansion of the highway network, and notably the A100 highway, and demand climate action.;1;40;
2023-01-31 00:00:00;2023;1;31;Tue;Peaceful protest;Berlin - Pankow;Indymedia (Germany);War / Peace;International;Solidarity for Ukraine;Conflict;;;;people protested in Berlin - Pankow (Berlin, Berlin) to support the delivery of weapons to the Ukrainian army. The protesters dressed up as soldiers and pretended to look for conscripts, thereby aiming to draw attention to what they perceived as hypocrisy by those that called for support without fighting themselves.;On 31 January 2023, people protested in Berlin - Pankow (Berlin, Berlin) to support the delivery of weapons to the Ukrainian army. The protesters dressed up as soldiers and pretended to look for conscripts, thereby aiming to draw attention to what they perceived as hypocrisy by those that called for support without fighting themselves.;3;200;
2023-01-21 00:00:00;2023;1;21;Sat;Peaceful protest;Berlin - Mitte;"Bayerischer Rundfunk; Der Tagesspiegel";Environment;Agriculture;We are fed up / protection of biodiversity;Agriculture;;;;between 7,000 (according to the police) and 10,000 (according to organizers) people, including farmers, and members of the initiative 'We're fed up', demonstrated in Berlin - Mitte around the Brandenburg Gate for fair, organic, environmentally friendly agriculture. They were against factory farming and called for the protection of biodiversity. The initiative, which also involved church-based aid organizations, organized the event on the occasion of the Green Week agricultural fair.;On 21 January 2023, between 7,000 (according to the police) and 10,000 (according to organizers) people, including farmers, and members of the initiative 'We're fed up', demonstrated in Berlin - Mitte around the Brandenburg Gate for fair, organic, environmentally friendly agriculture. They were against factory farming and called for the protection of biodiversity. The initiative, which also involved church-based aid organizations, organized the event on the occasion of the Green Week agricultural fair.;8;8.500;
2023-01-21 00:00:00;2023;1;21;Sat;Peaceful protest;Berlin - Mitte;Braunschweiger Zeitungsverlag;War / Peace;International;Solidarity for Ukraine;Conflict;;;;Around 21 January 2023 (as reported), hundreds of people demonstrated in front of the German Chancellery in Berlin - Mitte to call on the German government to deliver tanks to Ukraine.;Around 21 January 2023 (as reported), hundreds of people demonstrated in front of the German Chancellery in Berlin - Mitte to call on the German government to deliver tanks to Ukraine.;5;600;
2023-01-20 00:00:00;2023;1;20;Fri;Peaceful protest;Berlin;Rheinische Post;Environment;Agriculture;demanding fair prices / preservation of farms / support for poor people;Agriculture;;;;farmers protested in Berlin, demanding fair prices for the consumers, the preservation of farms, and more support for poor people in the country.;On 20 January 2023, farmers protested in Berlin, demanding fair prices for the consumers, the preservation of farms, and more support for poor people in the country.;3;200;
2023-01-20 00:00:00;2023;1;20;Fri;Peaceful protest;Berlin - Mitte;Berliner Zeitung;War / Peace;International;Solidarity for Ukraine;Conflict;;;;about 300 people, including Ukrainian citizens, gathered in front of the Chancellery in Berlin - Mitte to voice their dissatisfaction with the Chancellor's stalling of delivering 'Leopard' tanks to Ukraine. The protesters urged exporting these tanks to save more Ukrainian lives.;On 20 January 2023, about 300 people, including Ukrainian citizens, gathered in front of the Chancellery in Berlin - Mitte to voice their dissatisfaction with the Chancellor's stalling of delivering 'Leopard' tanks to Ukraine. The protesters urged exporting these tanks to save more Ukrainian lives.;4;300;
2023-01-16 00:00:00;2023;1;16;Mon;Protest with intervention;Berlin;Ende Gelaende;Environment;Anthropocene;Ende Gelände / Mining;Climate;;;;activists of the Ende Gelaende blocked the entrance of a building, where an international summit on energy was being held, in Berlin, calling for the declaration of a climate emergency and protesting against the expansion of coal mining in Lutzerath. Law enforcers later removed them.;On 16 January 2023, activists of the Ende Gelaende blocked the entrance of a building, where an international summit on energy was being held, in Berlin, calling for the declaration of a climate emergency and protesting against the expansion of coal mining in Lutzerath. Law enforcers later removed them.;3;200;
2023-01-15 00:00:00;2023;1;15;Sun;Peaceful protest;Berlin;Die Tageszeitung;War / Peace;International;Against Armed Deliveries for Ukraine;Conflict;;;;people, including far-left activists, gathered for a rally in Berlin, commemorating the deaths of Rosa Luxemburg and Karl Liebknecht and chanting various slogans, related to various topics from the poor current economic situation to demanding peace in Ukraine (including through ban on arms supplies to Kyiv].;On 15 January 2023, people, including far-left activists, gathered for a rally in Berlin, commemorating the deaths of Rosa Luxemburg and Karl Liebknecht and chanting various slogans, related to various topics from the poor current economic situation to demanding peace in Ukraine (including through ban on arms supplies to Kyiv].;3;200;
2023-01-14 00:00:00;2023;1;14;Sat;Peaceful protest;Berlin - Neukolln;Mitteldeutschen Zeitung;Environment;Anthropocene;Mining;Climate;;;;several hundred environmental activists gathered for a rally in Berlin - Neukolln, protesting against coal-based energy production, the proposed demolition of Lutzerath and demanding climate action.;On 14 January 2023, several hundred environmental activists gathered for a rally in Berlin - Neukolln, protesting against coal-based energy production, the proposed demolition of Lutzerath and demanding climate action.;4;400;
2023-01-14 00:00:00;2023;1;14;Sat;Protest with intervention;Berlin - Mitte;Der Tagesspiegel;Environment;Anthropocene;Mining;Climate;;;;about a dozen environmental activists gathered in Berlin - Mitte, near the local representation of Nordrhein-Westfalen, and demonstratively removed a letter from their slogan on the building. They were protesting against coal-based energy production, the proposed demolition of Lutzerath and demanding climate action. Law enforcers later briefly detained two of them.;On 14 January 2023, about a dozen environmental activists gathered in Berlin - Mitte, near the local representation of Nordrhein-Westfalen, and demonstratively removed a letter from their slogan on the building. They were protesting against coal-based energy production, the proposed demolition of Lutzerath and demanding climate action. Law enforcers later briefly detained two of them.;1;12;
2023-01-14 00:00:00;2023;1;14;Sat;Peaceful protest;Berlin - Charlottenburg-Wilmersdorf;Hessische Niedersachsische Allgemeine;Health;Disability;physical disability / mental health;Disability;;;;about 70 people gathered for a march in Berlin - Charlottenburg-Wilmersdorf, demanding higher tolerance and support for people with physical disabilities or mental health problems.;On 14 January 2023, about 70 people gathered for a march in Berlin - Charlottenburg-Wilmersdorf, demanding higher tolerance and support for people with physical disabilities or mental health problems.;2;70;
2023-01-13 00:00:00;2023;1;13;Fri;Violent demonstration;Berlin - Mitte;Merkur;Environment;Anthropocene;Mining;Conflict;;;;two hundred masked demonstrators marched through Berlin - Mitte, vandalizing local shops, smashing and pouring colors on windows, and writing graffiti supporting the residents of Lutzerath. Such action is a demonstration against the eviction of the Lutzerath residents due to the state's lignite mining project.;On 13 January 2023, two hundred masked demonstrators marched through Berlin - Mitte, vandalizing local shops, smashing and pouring colors on windows, and writing graffiti supporting the residents of Lutzerath. Such action is a demonstration against the eviction of the Lutzerath residents due to the state's lignite mining project.;3;200;
2023-01-13 00:00:00;2023;1;13;Fri;Protest with intervention;Berlin - Charlottenburg-Wilmersdorf;Morgen Post;Environment;Anthropocene;Last Generation;Climate;;;;ALG activists protested against climate change in Berlin - Charlottenburg-Wilmersdorf, blocking the roads with their bodies and vehicles. Police intervened and removed several activists from the main road.;On 13 January 2023, ALG activists protested against climate change in Berlin - Charlottenburg-Wilmersdorf, blocking the roads with their bodies and vehicles. Police intervened and removed several activists from the main road.;3;200;
2023-01-10 00:00:00;2023;1;10;Tue;Peaceful protest;Berlin - Friedrichshain-Kreuzberg;Mitteldeutschen Zeitung;Environment;Anthropocene;Mining;Conflict;;;;about 450 activists gathered in Berlin - Friedrichshain-Kreuzberg, protesting against planned police action against the evictions in Lutzerath, planned for the construction of a mine.;On 10 January 2023, about 450 activists gathered in Berlin - Friedrichshain-Kreuzberg, protesting against planned police action against the evictions in Lutzerath, planned for the construction of a mine.;4;450;
2023-01-10 00:00:00;2023;1;10;Tue;Protest with intervention;Berlin - Charlottenburg-Wilmersdorf;Suddeutsche Zeitung;Environment;Anthropocene;Last Generation / Mining;Climate;;;;several activists affiliated with the Last Generation movement blocked a highway in Berlin - Charlottenburg-Wilmersdorf by sitting on it, demanding immediate climate action and declaring solidarity with activists protesting in Lutzerath. Law enforcers removed them from the spot.;On 10 January 2023, several activists affiliated with the Last Generation movement blocked a highway in Berlin - Charlottenburg-Wilmersdorf by sitting on it, demanding immediate climate action and declaring solidarity with activists protesting in Lutzerath. Law enforcers removed them from the spot.;1;10;
2023-01-09 00:00:00;2023;1;9;Mon;Peaceful protest;Berlin - Pankow;Berliner Zeitung;Environment;Anthropocene;Last Generation / Mining;Climate;;;;activists of the Last Generation blocked Berlin Strasse in Berlin - Pankow, demanding immediate climate action and declaring support to their peers in Lutzerath. At some point, a bystander dragged away one protester to free a portion of the road.;On 9 January 2023, activists of the Last Generation blocked Berlin Strasse in Berlin - Pankow, demanding immediate climate action and declaring support to their peers in Lutzerath. At some point, a bystander dragged away one protester to free a portion of the road.;3;200;
2023-01-08 00:00:00;2023;1;8;Sun;Peaceful protest;Berlin - Neukolln;Indymedia (Germany);Human Rights;International;ssolidarity with italian / greece/ anarchy;Solidarity;;;;about 50 anarchist activists gathered for a rally in Berlin - Neukolln, declaring their solidarity with protesters in Italy and Greece.;On 8 January 2023, about 50 anarchist activists gathered for a rally in Berlin - Neukolln, declaring their solidarity with protesters in Italy and Greece.;2;50;
2023-01-04 00:00:00;2023;1;4;Wed;Peaceful protest;Berlin - Mitte;"Markische Allgemeine; Paint It Red";Environment;Anthropocene;Fridays for Future / Mining;Climate;;;;at the call of Fridays for Future, almost 200 climate activists demonstrated in Berlin - Mitte against the open-pit lignite mine in Lutzerath and the planned demolition of the village.;On 4 January 2023, at the call of Fridays for Future, almost 200 climate activists demonstrated in Berlin - Mitte against the open-pit lignite mine in Lutzerath and the planned demolition of the village.;3;200;
2023-01-04 00:00:00;2023;1;4;Wed;Protest with intervention;Berlin - Mitte;Berliner Morgenpost;Environment;Anthropocene;Last Generation / Transport;Transport;;;;three ALG members demonstrated outside the Federal Ministry of Transport in Berlin - Mitte and attempted to damage the street with jackhammers. Demonstrators denounced freshly paved and consolidated roads, which they claimed would lead to the intensification of climate change. Police officers intervened before the activists could connect the jackhammers to power sources, removing the demonstrators and preventing any form of damage.;On 4 January 2023, three ALG members demonstrated outside the Federal Ministry of Transport in Berlin - Mitte and attempted to damage the street with jackhammers. Demonstrators denounced freshly paved and consolidated roads, which they claimed would lead to the intensification of climate change. Police officers intervened before the activists could connect the jackhammers to power sources, removing the demonstrators and preventing any form of damage.;1;3;
2022-12-31 00:00:00;2022;12;31;Sat;Peaceful protest;Berlin - Mitte;Indymedia (Germany);Human Rights;Prison/Police;political prisoners;Solidarity;;;;around 300 individuals joined a demonstration outside the prison Moabit in Berlin - Mitte to demand the release of political prisoners and to show support and solidarity with those incarcerated.;On 31 December 2022, around 300 individuals joined a demonstration outside the prison Moabit in Berlin - Mitte to demand the release of political prisoners and to show support and solidarity with those incarcerated.;4;300;
2022-12-22 00:00:00;2022;12;22;Thu;Protest with intervention;Berlin - Tempelhof-Schoneberg;"Berliner Zeitung; Der Tagesspiegel";Environment;Anthropocene;Last Generation / Transport;Climate;;;;4 ALG activists demonstrated and blocked traffic in Berlin - Tempelhof-Schoneberg (Hauptstrasse exit) around the highway A100 to call for climate protection. Police officers intervened to unblock the road.;On 22 December 2022, 4 ALG activists demonstrated and blocked traffic in Berlin - Tempelhof-Schoneberg (Hauptstrasse exit) around the highway A100 to call for climate protection. Police officers intervened to unblock the road.;1;4;
2022-12-20 00:00:00;2022;12;20;Tue;Protest with intervention;Berlin - Charlottenburg-Wilmersdorf;"Berliner Morgenpost; Berliner Zeitung";Environment;Transport;Last Generation / fossil fuels/ Transport;Climate;;;;8 members of ALG demonstrated and blocked traffic at the intersection Seestrasse, corner Beusselstrasse near the A100 in Berlin - Charlottenburg-Wilmersdorf to call for climate protection, a 100km/h speed limit, a 9-euro public transportation ticket for all, and an end to fossil fuel energies. Police officers intervened to remove the demonstrators who glued themselves to the road.;On 20 December 2022, 8 members of ALG demonstrated and blocked traffic at the intersection Seestrasse, corner Beusselstrasse near the A100 in Berlin - Charlottenburg-Wilmersdorf to call for climate protection, a 100km/h speed limit, a 9-euro public transportation ticket for all, and an end to fossil fuel energies. Police officers intervened to remove the demonstrators who glued themselves to the road.;1;8;
